timestamp,open,high,low,close,volume,numtrades,vwap
2022-06-10T12:15:00Z,488,488,488,488,150,1,488
2022-06-10T12:30:00Z,487,487,487,487,222,10,487.087613
2022-06-10T12:45:00Z,484.9,484.9,484.1239,484.1239,881,32,484.760931
2022-06-10T13:00:00Z,485,485,484,484,220,3,484.454545
2022-06-10T13:15:00Z,484,485,484,485,758,28,484.69186
2022-06-10T13:30:00Z,484.8,486.29,480.93,483.46,272226,4536,483.917963
2022-06-10T13:45:00Z,483.49,486.09,482.69,486.03,87630,2557,484.729709
2022-06-10T14:00:00Z,486.07,486.07,481.67,482.4862,142985,3867,483.248624
2022-06-10T14:15:00Z,482.52,483.01,481.9,482.82,117514,3188,482.49013
2022-06-10T14:30:00Z,482.8803,485.83,482.88,485.68,62244,1916,484.524172
2022-06-10T14:45:00Z,485.845,486.44,484.7001,485.11,55881,2083,485.724694
2022-06-10T15:00:00Z,484.86,485.76,484.69,485.535,50698,1873,485.209532
2022-06-10T15:15:00Z,485.4675,486.47,484.37,484.69,38454,1592,485.499171
2022-06-10T15:30:00Z,484.53,484.66,483.0704,484.5977,56069,2387,483.781552
2022-06-10T15:45:00Z,484.59,485.58,484.28,485.58,45996,1736,484.794022
2022-06-10T16:00:00Z,485.77,486.4,485.3863,485.5,42955,1634,485.880767
2022-06-10T16:15:00Z,485.52,485.66,483.8,484.84,55002,2009,484.588452
2022-06-10T16:30:00Z,484.78,486.17,484.575,486.02,41562,1615,485.253065
2022-06-10T16:45:00Z,486.07,486.3599,484.84,485.165,38273,1597,485.394389
2022-06-10T17:00:00Z,485.22,485.37,484.51,485.17,49735,1883,484.957686
2022-06-10T17:15:00Z,485.08,487.0599,484.86,487.05,39135,1618,485.888646
2022-06-10T17:30:00Z,487.023,487.3945,485.855,486.98,44170,1610,486.758742
2022-06-10T17:45:00Z,486.91,488.18,486.7,488.15,94351,2952,487.594055
2022-06-10T18:00:00Z,488.15,488.28,486.67,487.935,61556,2187,487.65631
2022-06-10T18:15:00Z,487.93,489.23,487.63,488.23,50497,2059,488.289643
2022-06-10T18:30:00Z,488.205,489.175,487.395,487.6,42808,1655,488.488178
2022-06-10T18:45:00Z,487.6,488.8799,487.6,488.8799,47278,1885,488.273254
2022-06-10T19:00:00Z,488.85,489.64,487.835,488.43,90231,2900,488.793791
2022-06-10T19:15:00Z,488.355,489.33,487.17,488.457,62002,2447,488.345878
2022-06-10T19:30:00Z,488.24,490.155,487.525,488.43,143760,4607,488.931633
2022-06-10T19:45:00Z,488.485,488.6,484.57,484.63,397215,10077,486.275284
2022-06-10T20:00:00Z,484.63,484.63,484.63,484.63,751924,71,484.629963
2022-06-10T20:15:00Z,485,485,484.63,484.63,2547,4,484.66501
2022-06-10T20:45:00Z,484.64,484.64,484.64,484.64,187,7,484.641979
2022-06-13T08:00:00Z,481,481,481,481,1007,13,480.985819
2022-06-13T11:45:00Z,476.05,476.05,476.05,476.05,300,5,475.965467
2022-06-13T12:00:00Z,475.2583,475.2583,475,475.01,1238,58,475.176164
2022-06-13T12:30:00Z,477,477.1,477,477.1,718,11,477.03273
2022-06-13T12:45:00Z,477.1,477.1,477.1,477.1,1223,36,477.063499
2022-06-13T13:15:00Z,476.97,476.97,474.9,474.9,588,17,476.422075
2022-06-13T13:30:00Z,475.13,481.335,475.0931,478,238748,4590,477.738583
2022-06-13T13:45:00Z,478.22,479.39,477.57,477.765,99905,3229,478.314245
2022-06-13T14:00:00Z,477.765,478.39,474.22,474.645,102003,3020,476.750221
2022-06-13T14:15:00Z,474.38,476.17,473.7792,475.77,76308,2721,474.946815
2022-06-13T14:30:00Z,475.74,478.315,475.74,476.86,80054,2947,477.074806
2022-06-13T14:45:00Z,476.66,476.66,474.15,475.555,77425,2897,475.165909
2022-06-13T15:00:00Z,475.55,476.1,473.57,473.8817,85859,3234,474.492898
2022-06-13T15:15:00Z,474.15,476.64,474.15,475.465,79080,2735,475.465863
2022-06-13T15:30:00Z,475.56,477.12,474.0141,476.26,87267,2838,475.161786
2022-06-13T15:45:00Z,476.23,476.23,473.7898,474.36,51823,2147,474.870736
2022-06-13T16:00:00Z,474.27,475.4,473.62,474.44,70517,2339,474.45063
2022-06-13T16:15:00Z,474.49,474.89,472.54,472.69,78730,2557,473.779712
2022-06-13T16:30:00Z,472.32,474.07,471.795,472.57,60766,2280,473.070346
2022-06-13T16:45:00Z,472.585,473.14,470.89,471.21,51014,2077,472.108009
2022-06-13T17:00:00Z,471.25,471.72,470.3536,471.64,57623,2234,470.927016
2022-06-13T17:15:00Z,471.735,472.12,471.22,471.76,47941,1995,471.725157
2022-06-13T17:30:00Z,471.75,473.22,470.925,472.95,59353,2241,471.703388
2022-06-13T17:45:00Z,473.41,474.78,473.09,474.15,67944,2500,473.942068
2022-06-13T18:00:00Z,473.99,474.31,472.2601,472.43,70486,2129,473.325627
2022-06-13T18:15:00Z,472.5,473.865,472.38,473.67,61422,2340,473.274027
2022-06-13T18:30:00Z,473.41,475.92,472.6,475.885,64058,2275,474.113321
2022-06-13T18:45:00Z,475.88,476.13,473.37,473.37,68846,2365,474.88202
2022-06-13T19:00:00Z,473.2,473.33,471.57,471.745,82941,2908,472.363435
2022-06-13T19:15:00Z,471.645,473.22,470.85,471.095,114642,4090,471.794782
2022-06-13T19:30:00Z,470.92,471.025,467.26,467.83,186488,6550,469.299715
2022-06-13T19:45:00Z,467.77,470.57,467.5,469.73,444249,12530,469.134479
2022-06-13T20:00:00Z,469.7,469.7,469.7,469.7,1338823,59,469.700011
2022-06-13T20:15:00Z,469.7,470.22,469.7,469.7,20478,5,469.706607
2022-06-13T20:30:00Z,469.7,469.7,469.7,469.7,1202,1,469.7
2022-06-13T23:00:00Z,469.7,469.7,469.7,469.7,1,1,470.9
2022-06-14T13:15:00Z,472.03,472.03,469.43,469.77,1956,48,469.579862
2022-06-14T13:30:00Z,467.5,469.18,465.14,465.94,193032,3515,467.041971
2022-06-14T13:45:00Z,465.94,466.98,463.91,466.68,112563,2922,465.714578
2022-06-14T14:00:00Z,466.52,467.52,464.88,465.16,594423,2905,467.326333
2022-06-14T14:15:00Z,465.295,465.605,463.91,463.91,53973,2424,464.915965
2022-06-14T14:30:00Z,464.06,465.22,462.27,463.29,88890,3794,463.733059
2022-06-14T14:45:00Z,463.45,465.65,463.26,463.98,65076,2746,464.421456
2022-06-14T15:00:00Z,463.98,465.1,461.69,461.92,67604,2882,463.169187
2022-06-14T15:15:00Z,462.02,463.04,461.495,461.63,73535,3020,462.22871
2022-06-14T15:30:00Z,461.78,462.08,460.8,461.28,69392,2754,461.424228
2022-06-14T15:45:00Z,461.135,461.37,459,459.62,83433,3051,460.148557
2022-06-14T16:00:00Z,459.54,460.23,457.65,458.99,94418,3154,459.150531
2022-06-14T16:15:00Z,458.74,460.84,458.63,459.635,77946,2998,459.433653
2022-06-14T16:30:00Z,459.67,460.125,458.54,459.09,70523,2843,459.239481
2022-06-14T16:45:00Z,458.97,460.82,458.69,460.64,74660,2651,459.876098
2022-06-14T17:00:00Z,461.01,461.48,460.14,460.93,61129,2867,460.87837
2022-06-14T17:15:00Z,460.93,463.0421,460.75,461.01,64416,2551,461.996013
2022-06-14T17:30:00Z,461.01,461.23,458.325,458.42,65545,2746,459.696205
2022-06-14T17:45:00Z,458.64,459.075,457.99,458.371,86547,3172,458.512514
2022-06-14T18:00:00Z,458.48,459.25,457.675,458.08,79639,2656,458.610953
2022-06-14T18:15:00Z,458.18,460.06,457.91,458.11,55645,2086,458.825204
2022-06-14T18:30:00Z,458.07,459.54,457.8,458.55,64403,2241,458.645947
2022-06-14T18:45:00Z,458.62,460.04,458.35,459.14,70624,2641,459.026635
2022-06-14T19:00:00Z,459.02,459.899,457.65,457.65,88321,3148,459.061435
2022-06-14T19:15:00Z,457.72,460.4799,457.415,460.15,78605,2864,458.665978
2022-06-14T19:30:00Z,460.37,463.92,460.34,462.275,176747,5849,462.299466
2022-06-14T19:45:00Z,462.41,464.26,461.5,462.02,371970,11182,462.402885
2022-06-14T20:00:00Z,461.75,461.75,461.75,461.75,864228,68,461.749985
2022-06-14T20:15:00Z,461.75,461.75,461.75,461.75,3881,6,461.750013
2022-06-14T20:30:00Z,462,462,462,462,100,1,462
2022-06-14T21:30:00Z,461.11,461.57,461.11,461.57,510,4,461.248078
2022-06-14T22:15:00Z,461.96,461.96,461.96,461.96,100,1,461.96
2022-06-14T22:30:00Z,461.75,461.9,461.75,461.9,515,11,461.915787
2022-06-14T23:45:00Z,461.75,461.75,461.75,461.75,138,2,461.75
2022-06-15T08:30:00Z,465,465,465,465,128,2,465
2022-06-15T10:00:00Z,463.99,463.99,463.99,463.99,153,3,463.991634
2022-06-15T13:30:00Z,464.2,466.19,461.1,462.56,155032,3166,463.691402
2022-06-15T13:45:00Z,462.925,465.86,462.66,464.5,76041,2180,464.279333
2022-06-15T14:00:00Z,464.84,465.04,463.215,464.27,71219,2412,464.085636
2022-06-15T14:15:00Z,463.9001,464.78,463.135,464.78,39914,1599,464.075934
2022-06-15T14:30:00Z,464.63,465.28,463.9,464.717,54075,2015,464.729737
2022-06-15T14:45:00Z,464.59,464.74,462.83,463.85,59275,2192,463.924771
2022-06-15T15:00:00Z,463.85,464.37,461.965,462.12,49195,1745,463.190101
2022-06-15T15:15:00Z,462.12,462.73,461.56,462.37,44099,1794,462.14958
2022-06-15T15:30:00Z,462.36,462.71,461.77,461.825,71476,1749,462.119052
2022-06-15T15:45:00Z,461.84,462.11,461.38,461.83,52404,1761,461.753996
2022-06-15T16:00:00Z,461.735,461.97,460.225,460.9101,65357,1756,461.062385
2022-06-15T16:15:00Z,461.27,461.71,460.84,460.915,35588,1360,461.314308
2022-06-15T16:30:00Z,460.98,461.99,459.87,460.19,45410,1906,461.048018
2022-06-15T16:45:00Z,460.19,460.75,459.74,459.78,67306,1737,460.584883
2022-06-15T17:00:00Z,459.78,460.775,459.59,460.66,47567,1746,460.143452
2022-06-15T17:15:00Z,460.62,461.346,460.36,461.22,35913,1527,460.739094
2022-06-15T17:30:00Z,461.29,461.98,461.035,461.98,42583,1726,461.436453
2022-06-15T17:45:00Z,461.83,462,460.3,461.2788,50423,1871,461.376254
2022-06-15T18:00:00Z,461.39,463,457.92,459.28,88859,3060,459.726348
2022-06-15T18:15:00Z,459.28,461.07,458.94,459.44,89213,2710,460.231266
2022-06-15T18:30:00Z,459.46,466.075,456.5,465.56,126597,4616,461.635863
2022-06-15T18:45:00Z,466.22,466.65,462.835,463.36,90014,2694,464.777976
