timestamp,open,high,low,close,volume,numtrades,vwap
2021-11-05T11:15:00Z,117.24,117.24,117.24,117.24,100,1,117.24
2021-11-05T12:00:00Z,117.25,117.25,117,117,977,42,117.089825
2021-11-05T12:15:00Z,117.24,117.24,117.24,117.24,300,3,117.201667
2021-11-05T12:30:00Z,116.99,116.99,116.99,116.99,200,3,116.9915
2021-11-05T13:00:00Z,116.82,116.82,116.75,116.75,2678,43,116.795459
2021-11-05T13:15:00Z,116.66,117.06,116.66,117.06,6615,26,117.036026
2021-11-05T13:30:00Z,116.73,116.93,115.5,116.84,431069,4150,116.434476
2021-11-05T13:45:00Z,116.83,117.18,116.725,116.99,211836,3233,117.039069
2021-11-05T14:00:00Z,116.96,116.99,116.6,116.65,153142,2526,116.806847
2021-11-05T14:15:00Z,116.65,117,116.5,116.968,106633,1821,116.807687
2021-11-05T14:30:00Z,116.98,117.23,116.8,117.125,190091,3082,117.026899
2021-11-05T14:45:00Z,117.1234,117.31,117,117.31,149344,2192,117.174265
2021-11-05T15:00:00Z,117.3,117.3199,117.01,117.17,118135,1589,117.149106
2021-11-05T15:15:00Z,117.15,117.15,116.9,116.9,83318,1341,116.978074
2021-11-05T15:30:00Z,116.88,116.9899,116.65,116.715,80944,1493,116.846018
2021-11-05T15:45:00Z,116.7,116.94,116.4783,116.48,116227,1637,116.700861
2021-11-05T16:00:00Z,116.485,116.68,116.43,116.67,75606,1226,116.544142
2021-11-05T16:15:00Z,116.675,116.95,116.675,116.92,92939,1388,116.841489
2021-11-05T16:30:00Z,116.91,117.08,116.895,117.03,106594,1515,116.975428
2021-11-05T16:45:00Z,117.03,117.06,116.88,116.905,72323,1318,116.963518
2021-11-05T17:00:00Z,116.92,117,116.785,116.83,65756,1175,116.873821
2021-11-05T17:15:00Z,116.81,116.89,116.69,116.75,76708,1295,116.786381
2021-11-05T17:30:00Z,116.73,116.83,116.67,116.75,48561,1067,116.744011
2021-11-05T17:45:00Z,116.75,117,116.68,116.99,70475,1298,116.889125
2021-11-05T18:00:00Z,117.0099,117.19,116.95,117.1334,82572,1476,117.078017
2021-11-05T18:15:00Z,117.1266,117.16,116.95,116.98,69107,1113,117.032321
2021-11-05T18:30:00Z,116.99,117.09,116.95,116.98,62023,1133,117.001521
2021-11-05T18:45:00Z,116.965,116.975,116.82,116.8363,86689,1446,116.900617
2021-11-05T19:00:00Z,116.86,117.09,116.84,116.96,88240,1422,116.967662
2021-11-05T19:15:00Z,116.955,116.96,116.73,116.81,125626,1973,116.882207
2021-11-05T19:30:00Z,116.8,117.075,116.79,116.955,227598,3241,116.984786
2021-11-05T19:45:00Z,116.955,117.22,116.93,117.18,411725,5614,117.082773
2021-11-05T20:00:00Z,117.18,117.18,117.18,117.18,1722079,43,117.18
2021-11-05T20:15:00Z,117.24,117.24,117.24,117.24,100,1,117.24
2021-11-05T20:30:00Z,117.18,117.28,117.18,117.28,6544,4,117.181796
2021-11-05T20:45:00Z,116.89,116.89,116.89,116.89,102,3,116.888725
2021-11-05T21:00:00Z,116.99,117.18,116.99,117.18,1825,5,117.127945
2021-11-08T09:00:00Z,116.88,116.88,116.88,116.88,220,8,116.904364
2021-11-08T12:00:00Z,117.19,117.19,117.19,117.19,588,9,117.168435
2021-11-08T12:15:00Z,117.15,117.15,117.15,117.15,130,1,117.15
2021-11-08T12:45:00Z,117.1,117.3,117.1,117.3,1068,20,117.17839
2021-11-08T13:00:00Z,117.04,117.04,117.04,117.04,110,2,117.039091
2021-11-08T14:00:00Z,117.065,117.065,117.04,117.04,1142,17,117.048945
2021-11-08T14:15:00Z,117.18,117.18,117.0501,117.0501,620,27,117.13817
2021-11-08T14:30:00Z,117.01,117.45,116.3901,116.5,458660,4752,116.890691
2021-11-08T14:45:00Z,116.53,116.82,116.35,116.75,189837,3051,116.528297
2021-11-08T15:00:00Z,116.7699,116.98,116.12,116.33,233305,3391,116.555551
2021-11-08T15:15:00Z,116.34,116.72,116.32,116.55,137868,2415,116.532118
2021-11-08T15:30:00Z,116.565,116.58,116.355,116.37,111343,1918,116.477385
2021-11-08T15:45:00Z,116.37,116.39,116.09,116.09,133452,2229,116.299751
2021-11-08T16:00:00Z,116.09,116.219,115.975,116.01,177767,2402,116.066912
2021-11-08T16:15:00Z,116.015,116.14,115.9,115.935,119244,1847,116.033278
2021-11-08T16:30:00Z,115.915,116.23,115.82,116,197987,2201,116.047304
2021-11-08T16:45:00Z,115.97,116.1299,115.87,115.96,251069,2628,115.982392
2021-11-08T17:00:00Z,115.95,116.13,115.87,115.99,113675,1452,115.975198
2021-11-08T17:15:00Z,116,116.1,115.959,116.0128,71978,1333,116.025189
2021-11-08T17:30:00Z,116.02,116.05,115.9217,115.9526,101530,1169,115.992205
2021-11-08T17:45:00Z,115.95,116,115.89,115.9192,87783,1168,115.9421
2021-11-08T18:00:00Z,115.925,115.95,115.78,115.86,71490,1186,115.857544
2021-11-08T18:15:00Z,115.86,116.17,115.84,116.16,80274,1252,116.019382
2021-11-08T18:30:00Z,116.16,116.36,116.12,116.35,75047,1156,116.228138
2021-11-08T18:45:00Z,116.37,116.52,116.28,116.52,75810,998,116.396469
2021-11-08T19:00:00Z,116.52,116.57,116.48,116.49,91508,1338,116.522156
2021-11-08T19:15:00Z,116.47,116.53,116.37,116.4405,81759,1124,116.441444
2021-11-08T19:30:00Z,116.45,116.4751,116.37,116.4,57737,997,116.428791
2021-11-08T19:45:00Z,116.39,116.445,116.28,116.315,80873,1059,116.353471
2021-11-08T20:00:00Z,116.3138,116.43,116.31,116.35,79883,1356,116.375025
2021-11-08T20:15:00Z,116.35,116.365,116.2,116.21,115321,1658,116.306501
2021-11-08T20:30:00Z,116.205,116.36,116.13,116.235,161174,2825,116.293066
2021-11-08T20:45:00Z,116.235,116.35,115.94,115.99,563659,5949,116.145374
2021-11-08T21:00:00Z,116.06,116.06,116.06,116.06,3366087,43,116.06
2021-11-08T21:30:00Z,116.06,116.06,116.06,116.06,661,2,116.059955
2021-11-08T21:45:00Z,116.05,116.05,115.99,115.99,775,11,116.005742
2021-11-08T22:00:00Z,116,116.06,116,116.06,2289,9,116.049737
2021-11-08T22:45:00Z,115.99,116,115.99,116,308,2,115.996753
2021-11-09T00:30:00Z,116,116,116,116,100,1,116
2021-11-09T00:45:00Z,116.0499,116.0499,116,116,324,2,116.034499
2021-11-09T12:30:00Z,116,116,116,116,203,4,116.001724
2021-11-09T13:00:00Z,115.95,115.95,115.95,115.95,256,3,115.95332
2021-11-09T13:15:00Z,116.1,116.1,116.1,116.1,100,1,116.1
2021-11-09T13:30:00Z,115.9501,115.9501,115.9501,115.9501,100,1,115.9501
2021-11-09T13:45:00Z,115.95,115.98,115.95,115.98,592,15,115.976453
2021-11-09T14:00:00Z,116,116,116,116,207,5,115.999952
2021-11-09T14:15:00Z,116.1,116.43,116.1,116.39,1937,50,116.308577
2021-11-09T14:30:00Z,116.24,116.293,115.6888,115.975,277866,2703,116.084735
2021-11-09T14:45:00Z,115.985,116.59,115.935,116.37,176518,2425,116.250273
2021-11-09T15:00:00Z,116.4,116.56,116.2,116.3,124423,2096,116.348329
2021-11-09T15:15:00Z,116.28,116.39,116.06,116.35,107866,1849,116.251683
2021-11-09T15:30:00Z,116.38,116.41,116.16,116.28,84793,1402,116.281182
2021-11-09T15:45:00Z,116.27,116.3499,116.1369,116.245,88628,1376,116.243466
2021-11-09T16:00:00Z,116.24,116.26,116.1,116.1733,66383,1160,116.18685
2021-11-09T16:15:00Z,116.175,116.1991,115.95,115.97,66996,1122,116.05745
2021-11-09T16:30:00Z,115.98,116.05,115.87,115.98,71117,1138,115.938224
2021-11-09T16:45:00Z,115.97,116.09,115.91,115.955,51810,934,115.987509
2021-11-09T17:00:00Z,115.955,116.025,115.79,115.84,49724,995,115.914408
2021-11-09T17:15:00Z,115.82,115.9699,115.81,115.94,47455,871,115.894362
2021-11-09T17:30:00Z,115.94,116.02,115.85,116.01,71009,1237,115.943606
2021-11-09T17:45:00Z,116,116.02,115.85,115.86,71007,1071,115.950713
2021-11-09T18:00:00Z,115.86,116.01,115.86,115.8881,55137,949,115.955882
2021-11-09T18:15:00Z,115.9,115.9819,115.865,115.9558,56896,854,115.949085
2021-11-09T18:30:00Z,115.94,116.01,115.93,115.99,52503,1088,115.987065
2021-11-09T18:45:00Z,115.98,116.03,115.935,115.99,81262,1360,115.99542
2021-11-09T19:00:00Z,116,116.02,115.7176,115.72,87866,1578,115.928919
2021-11-09T19:15:00Z,115.73,115.87,115.72,115.7619,63117,1176,115.787454
2021-11-09T19:30:00Z,115.7715,115.84,115.66,115.83,64036,1160,115.746655
2021-11-09T19:45:00Z,115.82,115.87,115.74,115.8,54043,1021,115.801889
2021-11-09T20:00:00Z,115.79,115.79,115.59,115.68,69774,1413,115.697224
2021-11-09T20:15:00Z,115.7,115.71,115.43,115.55,116771,1945,115.595253
2021-11-09T20:30:00Z,115.59,115.69,115.41,115.67,137306,2509,115.55635
2021-11-09T20:45:00Z,115.67,115.76,115.5501,115.6,346864,4605,115.655008
2021-11-09T21:00:00Z,115.59,115.61,115.27,115.61,1198674,67,115.609931
2021-11-09T21:15:00Z,115.26,115.61,115.26,115.61,284,2,115.486761
2021-11-09T21:45:00Z,115.32,115.32,115.32,115.32,440,7,115.317977
2021-11-09T23:15:00Z,115.31,115.31,115.31,115.31,103,2,115.315825
2021-11-10T00:45:00Z,115.3,115.3,115.3,115.3,100,1,115.3
2021-11-10T12:30:00Z,115.5,115.5,115.45,115.45,509,10,115.476542
2021-11-10T12:45:00Z,115.39,115.39,115.39,115.39,373,10,115.39
2021-11-10T13:00:00Z,115.2901,115.59,115.23,115.4101,2787,24,115.444871
2021-11-10T13:15:00Z,115.56,115.59,115.56,115.59,550,2,115.581818
2021-11-10T13:30:00Z,115.46,115.46,115.3,115.35,4523,63,115.342437
2021-11-10T13:45:00Z,115.3,115.45,115.2,115.3,2538,40,115.291359
2021-11-10T14:00:00Z,115.33,115.33,115.3,115.3,1779,13,115.308769
2021-11-10T14:15:00Z,115.49,115.59,115.49,115.59,720,28,115.539236
2021-11-10T14:30:00Z,115.4,116.68,115.39,116.265,453823,3015,115.803704
2021-11-10T14:45:00Z,116.265,116.83,116.12,116.54,222417,2595,116.324311
2021-11-10T15:00:00Z,116.57,117.02,116.25,116.628,192168,2723,116.679072
2021-11-10T15:15:00Z,116.64,117,116.52,116.725,106847,1564,116.74523
2021-11-10T15:30:00Z,116.725,116.75,116.52,116.68,111890,1689,116.629917
2021-11-10T15:45:00Z,116.69,116.745,116.52,116.59,73726,1169,116.623327
2021-11-10T16:00:00Z,116.62,116.78,116.62,116.75,79935,1361,116.705487
2021-11-10T16:15:00Z,116.7428,116.909,116.645,116.83,70077,1161,116.786962
2021-11-10T16:30:00Z,116.84,117.045,116.71,116.91,148362,1530,116.910238
2021-11-10T16:45:00Z,116.9036,116.9036,116.5963,116.62,81271,1062,116.728183
2021-11-10T17:00:00Z,116.62,116.62,116.342,116.3867,90996,1358,116.484408
2021-11-10T17:15:00Z,116.37,117.1,116.3401,116.43,123492,1541,116.513271
