Market Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Opening Time,Closing Time
2019-03-18 04:00:00+00:00,110.38221229788115,111.75047138113956,110.2681955404664,111.71246337890624,31207600,0.0,0.0,MSFT,2019-03-18 13:30:00+00:00,2019-03-18 20:00:00+00:00
2019-03-19 04:00:00+00:00,112.20657152014311,112.53913978252363,111.16137665786744,111.78849792480467,37588700,0.0,0.0,MSFT,2019-03-19 13:30:00+00:00,2019-03-19 20:00:00+00:00
2019-03-20 04:00:00+00:00,111.54144980682103,112.83369310357118,110.89532815844598,111.66497039794922,28113300,0.0,0.0,MSFT,2019-03-20 13:30:00+00:00,2019-03-20 20:00:00+00:00
2019-03-21 04:00:00+00:00,111.30389471521735,114.80055143925222,111.256382896562,114.2304458618164,29854400,0.0,0.0,MSFT,2019-03-21 13:30:00+00:00,2019-03-21 20:00:00+00:00
2019-03-22 04:00:00+00:00,113.5463179519616,113.63183052766573,111.20887997533345,111.2183837890625,33624500,0.0,0.0,MSFT,2019-03-22 13:30:00+00:00,2019-03-22 20:00:00+00:00
2019-03-25 04:00:00+00:00,110.75280201628684,112.13056517065704,110.52476120943082,111.79800415039062,27067100,0.0,0.0,MSFT,2019-03-25 13:30:00+00:00,2019-03-25 20:00:00+00:00
2019-03-26 04:00:00+00:00,112.7101711837044,112.79568376518046,111.0283512551451,112.0355453491211,26097700,0.0,0.0,MSFT,2019-03-26 13:30:00+00:00,2019-03-26 20:00:00+00:00
2019-03-27 04:00:00+00:00,112.0070455789304,112.32060624226,109.7646236066794,110.9523468017578,22733400,0.0,0.0,MSFT,2019-03-27 13:30:00+00:00,2019-03-27 20:00:00+00:00
2019-03-28 04:00:00+00:00,111.58895550981822,111.72197990813324,110.34421685517634,111.10436248779295,18334800,0.0,0.0,MSFT,2019-03-28 13:30:00+00:00,2019-03-28 20:00:00+00:00
2019-03-29 04:00:00+00:00,112.18758463151444,112.42512927647398,111.13288582795116,112.0640640258789,25399800,0.0,0.0,MSFT,2019-03-29 13:30:00+00:00,2019-03-29 20:00:00+00:00
2019-04-01 04:00:00+00:00,113.02373589921896,113.1757679472486,112.216085579601,113.09024810791016,22789100,0.0,0.0,MSFT,2019-04-01 13:30:00+00:00,2019-04-01 20:00:00+00:00
2019-04-02 04:00:00+00:00,113.12824218340307,113.52732263567373,112.61514495844328,113.25177001953124,18142300,0.0,0.0,MSFT,2019-04-02 13:30:00+00:00,2019-04-02 20:00:00+00:00
2019-04-03 04:00:00+00:00,113.88840732555632,114.43000883639412,113.213781390954,113.99292755126952,22860700,0.0,0.0,MSFT,2019-04-03 13:30:00+00:00,2019-04-03 20:00:00+00:00
2019-04-04 04:00:00+00:00,114.1164142253271,114.23994204586695,112.48210636301586,113.4132843017578,20112800,0.0,0.0,MSFT,2019-04-04 13:30:00+00:00,2019-04-04 20:00:00+00:00
2019-04-05 04:00:00+00:00,113.4417961860695,114.23994979474196,113.42279580815892,113.91688537597656,15826200,0.0,0.0,MSFT,2019-04-05 13:30:00+00:00,2019-04-05 20:00:00+00:00
2019-04-08 04:00:00+00:00,113.84088624609228,114.04042286552624,112.72917911669433,113.95491027832033,15116200,0.0,0.0,MSFT,2019-04-08 13:30:00+00:00,2019-04-08 20:00:00+00:00
2019-04-09 04:00:00+00:00,112.71966285332827,113.5843286913384,112.67215828211128,113.3372802734375,17612000,0.0,0.0,MSFT,2019-04-09 13:30:00+00:00,2019-04-09 20:00:00+00:00
2019-04-10 04:00:00+00:00,113.79336544821558,114.35396721586022,113.58432504357326,114.20194244384766,16477200,0.0,0.0,MSFT,2019-04-10 13:30:00+00:00,2019-04-10 20:00:00+00:00
2019-04-11 04:00:00+00:00,114.53454337444828,114.82909645683635,113.94542996038386,114.3350067138672,14209100,0.0,0.0,MSFT,2019-04-11 13:30:00+00:00,2019-04-11 20:00:00+00:00
2019-04-12 04:00:00+00:00,114.62953450700948,114.95259896902552,114.37298949980008,114.92408752441406,19745100,0.0,0.0,MSFT,2019-04-12 13:30:00+00:00,2019-04-12 20:00:00+00:00
2019-04-15 04:00:00+00:00,114.91459141716872,115.52270508414436,114.56302275842567,115.01911163330078,15792600,0.0,0.0,MSFT,2019-04-15 13:30:00+00:00,2019-04-15 20:00:00+00:00
2019-04-16 04:00:00+00:00,115.57971732891936,115.58922114414464,114.11644150356553,114.75305938720705,14071800,0.0,0.0,MSFT,2019-04-16 13:30:00+00:00,2019-04-16 20:00:00+00:00
2019-04-17 04:00:00+00:00,115.19961558195337,115.77922492751124,114.53449366866656,115.70320892333984,19300900,0.0,0.0,MSFT,2019-04-17 13:30:00+00:00,2019-04-17 20:00:00+00:00
2019-04-18 04:00:00+00:00,116.10231506334638,117.3660469787919,115.25665676497049,117.22352600097656,27991000,0.0,0.0,MSFT,2019-04-18 13:30:00+00:00,2019-04-18 20:00:00+00:00
2019-04-22 04:00:00+00:00,116.5108828523548,117.82212648902188,116.46337103066897,117.59408569335938,15648700,0.0,0.0,MSFT,2019-04-22 13:30:00+00:00,2019-04-22 20:00:00+00:00
2019-04-23 04:00:00+00:00,117.91714105243815,119.32340831064457,117.66059606746153,119.1903839111328,24025500,0.0,0.0,MSFT,2019-04-23 13:30:00+00:00,2019-04-23 20:00:00+00:00
2019-04-24 04:00:00+00:00,119.5229526344552,119.57996102384855,118.31622189752773,118.78181457519533,31257000,0.0,0.0,MSFT,2019-04-24 13:30:00+00:00,2019-04-24 20:00:00+00:00
2019-04-25 04:00:00+00:00,123.58019618981758,124.82492753179892,122.41148085708484,122.7155303955078,38033900,0.0,0.0,MSFT,2019-04-25 13:30:00+00:00,2019-04-25 20:00:00+00:00
2019-04-26 04:00:00+00:00,123.23814967666414,124.01730301310069,122.59203525007392,123.41868591308594,23654900,0.0,0.0,MSFT,2019-04-26 13:30:00+00:00,2019-04-26 20:00:00+00:00
2019-04-29 04:00:00+00:00,123.42818559142486,123.69423442068016,122.90559899732804,123.30467224121094,16324200,0.0,0.0,MSFT,2019-04-29 13:30:00+00:00,2019-04-29 20:00:00+00:00
2019-04-30 04:00:00+00:00,123.34267359034013,124.188331908479,122.94360034455735,124.09332275390624,24166500,0.0,0.0,MSFT,2019-04-30 13:30:00+00:00,2019-04-30 20:00:00+00:00
2019-05-01 04:00:00+00:00,124.0267783889694,124.14079515098848,121.33777192897492,121.50880432128906,26821700,0.0,0.0,MSFT,2019-05-01 13:30:00+00:00,2019-05-01 20:00:00+00:00
2019-05-02 04:00:00+00:00,121.60384759210976,121.62284797241932,119.26640210326757,119.92202758789062,27350200,0.0,0.0,MSFT,2019-05-02 13:30:00+00:00,2019-05-02 20:00:00+00:00
2019-05-03 04:00:00+00:00,121.01471331102944,122.98157492498676,120.91019311424915,122.4779815673828,24911100,0.0,0.0,MSFT,2019-05-03 13:30:00+00:00,2019-05-03 20:00:00+00:00
2019-05-06 04:00:00+00:00,120.0930567064239,122.1549422544456,119.82700789368388,121.76536560058594,24239800,0.0,0.0,MSFT,2019-05-06 13:30:00+00:00,2019-05-06 20:00:00+00:00
2019-05-07 04:00:00+00:00,120.15956562948143,120.84369527172976,118.03116793637597,119.26639556884766,36017700,0.0,0.0,MSFT,2019-05-07 13:30:00+00:00,2019-05-07 20:00:00+00:00
2019-05-08 04:00:00+00:00,119.1903771472803,120.07404332205388,118.53475175168792,119.25688934326172,28419000,0.0,0.0,MSFT,2019-05-08 13:30:00+00:00,2019-05-08 20:00:00+00:00
2019-05-09 04:00:00+00:00,118.09767573806866,119.52294335655954,117.41354612130728,119.24739074707033,27235800,0.0,0.0,MSFT,2019-05-09 13:30:00+00:00,2019-05-09 20:00:00+00:00
2019-05-10 04:00:00+00:00,118.68681319662502,121.55634939806208,117.65111474609334,120.79620361328124,30915100,0.0,0.0,MSFT,2019-05-10 13:30:00+00:00,2019-05-10 20:00:00+00:00
2019-05-13 04:00:00+00:00,117.92665122127286,119.29491054631012,116.9099605420539,117.20451354980467,33944900,0.0,0.0,MSFT,2019-05-13 13:30:00+00:00,2019-05-13 20:00:00+00:00
2019-05-14 04:00:00+00:00,117.6986082747748,119.60846175704624,117.5370724273576,118.51576232910156,25266300,0.0,0.0,MSFT,2019-05-14 13:30:00+00:00,2019-05-14 20:00:00+00:00
2019-05-15 04:00:00+00:00,118.50624635969012,120.84279824233508,117.97217174493446,120.18474578857422,24722700,0.46,0.0,MSFT,2019-05-15 13:30:00+00:00,2019-05-15 20:00:00+00:00
2019-05-16 04:00:00+00:00,120.88093411357946,123.38915854717038,120.604361477976,122.9599838256836,30112200,0.0,0.0,MSFT,2019-05-16 13:30:00+00:00,2019-05-16 20:00:00+00:00
2019-05-17 04:00:00+00:00,122.3686939406192,124.41914844375364,121.99675319666336,122.13981628417967,25770500,0.0,0.0,MSFT,2019-05-17 13:30:00+00:00,2019-05-17 20:00:00+00:00
2019-05-20 04:00:00+00:00,120.66158501575254,121.68203919350672,119.93678147298296,120.37548065185548,23706900,0.0,0.0,MSFT,2019-05-20 13:30:00+00:00,2019-05-20 20:00:00+00:00
2019-05-21 04:00:00+00:00,121.52944437753368,121.6248124931221,120.7188044808508,121.02398681640624,15293300,0.0,0.0,MSFT,2019-05-21 13:30:00+00:00,2019-05-21 20:00:00+00:00
2019-05-22 04:00:00+00:00,120.75695515461308,122.30194484641466,120.66157976134608,121.75833129882812,15396500,0.0,0.0,MSFT,2019-05-22 13:30:00+00:00,2019-05-22 20:00:00+00:00
2019-05-23 04:00:00+00:00,120.35640439328486,120.44224079697364,118.9640094291496,120.33733367919922,23603800,0.0,0.0,MSFT,2019-05-23 13:30:00+00:00,2019-05-23 20:00:00+00:00
2019-05-24 04:00:00+00:00,121.03353584545653,121.51991545811856,120.13705947713436,120.3945541381836,14123400,0.0,0.0,MSFT,2019-05-24 13:30:00+00:00,2019-05-24 20:00:00+00:00
2019-05-28 04:00:00+00:00,121.10028274356496,122.07304915250587,120.21334545477148,120.31825256347656,23128400,0.0,0.0,MSFT,2019-05-28 13:30:00+00:00,2019-05-28 20:00:00+00:00
2019-05-29 04:00:00+00:00,119.57436052706778,119.58389952108487,118.29641182135816,119.1547393798828,22763100,0.0,0.0,MSFT,2019-05-29 13:30:00+00:00,2019-05-29 20:00:00+00:00
2019-05-30 04:00:00+00:00,119.45992682955652,119.93677468518575,119.00214968665924,119.90816497802734,16829600,0.0,0.0,MSFT,2019-05-30 13:30:00+00:00,2019-05-30 20:00:00+00:00
2019-05-31 04:00:00+00:00,118.4776070824414,118.84954778276,117.60974059761804,117.95307159423828,26646800,0.0,0.0,MSFT,2019-05-31 13:30:00+00:00,2019-05-31 20:00:00+00:00
2019-06-03 04:00:00+00:00,118.11519972549868,118.6111255168314,113.499316470239,114.29087829589844,37983600,0.0,0.0,MSFT,2019-06-03 13:30:00+00:00,2019-06-03 20:00:00+00:00
2019-06-04 04:00:00+00:00,115.66421596555776,117.57160740899012,115.06339028028012,117.45716857910156,29382600,0.0,0.0,MSFT,2019-06-04 13:30:00+00:00,2019-06-04 20:00:00+00:00
2019-06-05 04:00:00+00:00,119.1642603797534,120.0416658473955,118.45852768449596,120.0035171508789,24926100,0.0,0.0,MSFT,2019-06-05 13:30:00+00:00,2019-06-05 20:00:00+00:00
2019-06-06 04:00:00+00:00,120.58526992331376,122.0444229778967,119.78416186276404,121.9013671875,21459000,0.0,0.0,MSFT,2019-06-06 13:30:00+00:00,2019-06-06 20:00:00+00:00
2019-06-07 04:00:00+00:00,123.20795338410672,126.12625998237226,122.32100879022175,125.31561279296876,33885600,0.0,0.0,MSFT,2019-06-07 13:30:00+00:00,2019-06-07 20:00:00+00:00
2019-06-10 04:00:00+00:00,126.26930171319358,127.8715180164411,125.88782926359433,126.46005249023438,26477100,0.0,0.0,MSFT,2019-06-10 13:30:00+00:00,2019-06-10 20:00:00+00:00
2019-06-11 04:00:00+00:00,127.68076941887252,128.02410041113822,125.20115508003812,125.98319244384766,23913700,0.0,0.0,MSFT,2019-06-11 13:30:00+00:00,2019-06-11 20:00:00+00:00
2019-06-12 04:00:00+00:00,125.31560743931438,125.85922096592994,124.65756963922794,125.40145111083984,17092500,0.0,0.0,MSFT,2019-06-12 13:30:00+00:00,2019-06-12 20:00:00+00:00
2019-06-13 04:00:00+00:00,125.86875607963924,126.84152978116,125.4682056265993,126.19302368164062,17200800,0.0,0.0,MSFT,2019-06-13 13:30:00+00:00,2019-06-13 20:00:00+00:00
2019-06-14 04:00:00+00:00,126.13579681880788,127.59495017714588,125.54451010038774,126.31700134277344,17821700,0.0,0.0,MSFT,2019-06-14 13:30:00+00:00,2019-06-14 20:00:00+00:00
2019-06-17 04:00:00+00:00,126.48867209874734,127.53772869339332,126.39329670276032,126.698486328125,14517800,0.0,0.0,MSFT,2019-06-17 13:30:00+00:00,2019-06-17 20:00:00+00:00
2019-06-18 04:00:00+00:00,127.9764185936672,128.97780191307703,127.38513196128294,128.90150451660156,25934500,0.0,0.0,MSFT,2019-06-18 13:30:00+00:00,2019-06-18 20:00:00+00:00
2019-06-19 04:00:00+00:00,128.74894518801068,129.6358753808952,127.61404475021652,129.40699768066406,23744400,0.0,0.0,MSFT,2019-06-19 13:30:00+00:00,2019-06-19 20:00:00+00:00
2019-06-20 04:00:00+00:00,131.08544455536207,131.28572701486084,129.43555540251813,130.6085968017578,33042600,0.0,0.0,MSFT,2019-06-20 13:30:00+00:00,2019-06-20 20:00:00+00:00
2019-06-21 04:00:00+00:00,130.25576006585712,131.35250429670694,130.1413212389139,130.62770080566406,36727900,0.0,0.0,MSFT,2019-06-21 13:30:00+00:00,2019-06-21 20:00:00+00:00
2019-06-24 04:00:00+00:00,130.6563259520131,131.99149426493202,130.6563259520131,131.40020751953125,20628800,0.0,0.0,MSFT,2019-06-24 13:30:00+00:00,2019-06-24 20:00:00+00:00
2019-06-25 04:00:00+00:00,130.89471080459097,131.21896379054954,126.58400295701873,127.2515869140625,33327400,0.0,0.0,MSFT,2019-06-25 13:30:00+00:00,2019-06-25 20:00:00+00:00
2019-06-26 04:00:00+00:00,128.12905784536238,129.45469464558747,127.41378587648744,127.7284927368164,23657700,0.0,0.0,MSFT,2019-06-26 13:30:00+00:00,2019-06-26 20:00:00+00:00
2019-06-27 04:00:00+00:00,127.92873122196,128.4723447161178,127.32789831836254,127.93826293945312,16557500,0.0,0.0,MSFT,2019-06-27 13:30:00+00:00,2019-06-27 20:00:00+00:00
2019-06-28 04:00:00+00:00,128.33885035502718,128.36746006475053,126.99413578905772,127.75709533691406,30043000,0.0,0.0,MSFT,2019-06-28 13:30:00+00:00,2019-06-28 20:00:00+00:00
2019-07-01 04:00:00+00:00,130.30345301052705,130.37020414485255,128.72031459690777,129.39743041992188,22613500,0.0,0.0,MSFT,2019-07-01 13:30:00+00:00,2019-07-01 20:00:00+00:00
2019-07-02 04:00:00+00:00,129.81703095766318,130.26526902118667,129.07314960803672,130.2557373046875,15237800,0.0,0.0,MSFT,2019-07-02 13:30:00+00:00,2019-07-02 20:00:00+00:00
2019-07-03 04:00:00+00:00,130.46558901453895,131.36206539946104,129.97919484062757,131.09503173828125,13629300,0.0,0.0,MSFT,2019-07-03 13:30:00+00:00,2019-07-03 20:00:00+00:00
2019-07-05 04:00:00+00:00,129.6454120913122,130.97104869894224,129.43559784674545,130.7135467529297,18141100,0.0,0.0,MSFT,2019-07-05 13:30:00+00:00,2019-07-05 20:00:00+00:00
2019-07-08 04:00:00+00:00,130.08408226874812,130.75168087287776,129.1017769026317,130.6181640625,16779700,0.0,0.0,MSFT,2019-07-08 13:30:00+00:00,2019-07-08 20:00:00+00:00
2019-07-09 04:00:00+00:00,129.70262046151404,130.6277064922204,129.51188422422496,130.14132690429688,19953100,0.0,0.0,MSFT,2019-07-09 13:30:00+00:00,2019-07-09 20:00:00+00:00
2019-07-10 04:00:00+00:00,130.78027226055423,132.16312786411189,130.67536517050564,131.46693420410156,24204400,0.0,0.0,MSFT,2019-07-10 13:30:00+00:00,2019-07-10 20:00:00+00:00
2019-07-11 04:00:00+00:00,131.80076459344474,132.7735384427038,131.4860432142067,131.9915008544922,22327900,0.0,0.0,MSFT,2019-07-11 13:30:00+00:00,2019-07-11 20:00:00+00:00
2019-07-12 04:00:00+00:00,132.42063435889716,132.68766795158257,131.61951902860164,132.4683074951172,18936800,0.0,0.0,MSFT,2019-07-12 13:30:00+00:00,2019-07-12 20:00:00+00:00
2019-07-15 04:00:00+00:00,132.9833112468957,133.0786720715751,132.04869367249685,132.4683074951172,16651500,0.0,0.0,MSFT,2019-07-15 13:30:00+00:00,2019-07-15 20:00:00+00:00
2019-07-16 04:00:00+00:00,132.52558844374485,132.6114175820616,130.19856812330565,130.73263549804688,22726100,0.0,0.0,MSFT,2019-07-16 13:30:00+00:00,2019-07-16 20:00:00+00:00
2019-07-17 04:00:00+00:00,131.3238913536604,131.54323728397657,129.912425831259,129.96011352539062,20211000,0.0,0.0,MSFT,2019-07-17 13:30:00+00:00,2019-07-17 20:00:00+00:00
2019-07-18 04:00:00+00:00,129.2734843997435,130.29393146329213,128.43422733645502,130.1031951904297,30381800,0.0,0.0,MSFT,2019-07-18 13:30:00+00:00,2019-07-18 20:00:00+00:00
2019-07-19 04:00:00+00:00,133.72717849360717,134.1563385399293,130.13174253671025,130.2938690185547,48992400,0.0,0.0,MSFT,2019-07-19 13:30:00+00:00,2019-07-19 20:00:00+00:00
2019-07-22 04:00:00+00:00,131.04730634407812,132.74488322426072,130.97100895536622,132.0200653076172,25074900,0.0,0.0,MSFT,2019-07-22 13:30:00+00:00,2019-07-22 20:00:00+00:00
2019-07-23 04:00:00+00:00,133.28849384028737,133.5078543092297,131.63860450187207,132.8402557373047,18034600,0.0,0.0,MSFT,2019-07-23 13:30:00+00:00,2019-07-23 20:00:00+00:00
2019-07-24 04:00:00+00:00,132.4683226824389,134.2231337741517,132.4206495407532,134.2040557861328,20738300,0.0,0.0,MSFT,2019-07-24 13:30:00+00:00,2019-07-24 20:00:00+00:00
2019-07-25 04:00:00+00:00,133.92747077817052,134.09914355930255,132.86888259552495,133.69859313964844,18356900,0.0,0.0,MSFT,2019-07-25 13:30:00+00:00,2019-07-25 20:00:00+00:00
2019-07-26 04:00:00+00:00,133.87029341975,135.11963276325923,133.80354227162675,134.79537963867188,19037600,0.0,0.0,MSFT,2019-07-26 13:30:00+00:00,2019-07-26 20:00:00+00:00
2019-07-29 04:00:00+00:00,134.94793293879542,134.95746465638024,132.9165565707029,134.49969482421875,16605900,0.0,0.0,MSFT,2019-07-29 13:30:00+00:00,2019-07-29 20:00:00+00:00
2019-07-30 04:00:00+00:00,133.6509137906127,134.68090688498012,133.32666074763813,133.8511962890625,16846500,0.0,0.0,MSFT,2019-07-30 13:30:00+00:00,2019-07-30 20:00:00+00:00
2019-07-31 04:00:00+00:00,133.83211563212487,133.98471043244965,128.8252133453669,129.96011352539062,38598800,0.0,0.0,MSFT,2019-07-31 13:30:00+00:00,2019-07-31 20:00:00+00:00
2019-08-01 04:00:00+00:00,130.6562908520209,134.4138536618169,130.58952517818955,131.66720581054688,40557500,0.0,0.0,MSFT,2019-08-01 13:30:00+00:00,2019-08-01 20:00:00+00:00
2019-08-02 04:00:00+00:00,131.6958592766609,131.91521980451142,128.99689821663367,130.5609588623047,30791600,0.0,0.0,MSFT,2019-08-02 13:30:00+00:00,2019-08-02 20:00:00+00:00
2019-08-05 04:00:00+00:00,127.12766744216248,127.72848596865394,124.72434967946256,126.08814239501952,42749600,0.0,0.0,MSFT,2019-08-05 13:30:00+00:00,2019-08-05 20:00:00+00:00
2019-08-06 04:00:00+00:00,127.60450414551671,129.39744239888455,127.04182710196628,128.4532928466797,32696700,0.0,0.0,MSFT,2019-08-06 13:30:00+00:00,2019-08-06 20:00:00+00:00
2019-08-07 04:00:00+00:00,127.59494877826788,129.36882346632314,125.72571324596848,129.01596069335938,33414500,0.0,0.0,MSFT,2019-08-07 13:30:00+00:00,2019-08-07 20:00:00+00:00
2019-08-08 04:00:00+00:00,130.2748444192943,132.5541766648047,129.63585546499814,132.45880126953125,27496500,0.0,0.0,MSFT,2019-08-08 13:30:00+00:00,2019-08-08 20:00:00+00:00
2019-08-09 04:00:00+00:00,132.19175532723375,132.92610505624225,130.1413154897933,131.33343505859375,23466700,0.0,0.0,MSFT,2019-08-09 13:30:00+00:00,2019-08-09 20:00:00+00:00
2019-08-12 04:00:00+00:00,130.72304769139936,131.4764607248922,128.9777831998723,129.50230407714844,20484300,0.0,0.0,MSFT,2019-08-12 13:30:00+00:00,2019-08-12 20:00:00+00:00
2019-08-13 04:00:00+00:00,129.75029368614722,132.37295667499816,128.7489103617742,132.18222045898438,25154600,0.0,0.0,MSFT,2019-08-13 13:30:00+00:00,2019-08-13 20:00:00+00:00
2019-08-14 04:00:00+00:00,130.47898830604376,131.01483396879027,127.90500183255858,128.20162963867188,32527300,0.46,0.0,MSFT,2019-08-14 13:30:00+00:00,2019-08-14 20:00:00+00:00
2019-08-15 04:00:00+00:00,128.5939435112495,128.77575140862407,126.54623935263372,127.91455841064452,28074400,0.0,0.0,MSFT,2019-08-15 13:30:00+00:00,2019-08-15 20:00:00+00:00
2019-08-16 04:00:00+00:00,129.06283697597516,130.57469574941103,128.90973402660677,130.25892639160156,24449100,0.0,0.0,MSFT,2019-08-16 13:30:00+00:00,2019-08-16 20:00:00+00:00
2019-08-19 04:00:00+00:00,131.9047061998264,132.57451314730903,130.98610338563844,132.4405517578125,24355700,0.0,0.0,MSFT,2019-08-19 13:30:00+00:00,2019-08-19 20:00:00+00:00
2019-08-20 04:00:00+00:00,132.2492344313806,132.7276702464702,131.32106778205056,131.34019470214844,21170800,0.0,0.0,MSFT,2019-08-20 13:30:00+00:00,2019-08-20 20:00:00+00:00
2019-08-21 04:00:00+00:00,132.57454415322917,133.4740056647948,132.04826192830248,132.80418395996094,14970300,0.0,0.0,MSFT,2019-08-21 13:30:00+00:00,2019-08-21 20:00:00+00:00
2019-08-22 04:00:00+00:00,132.6798202392217,133.19652448155736,130.41202460713788,131.8377685546875,18697000,0.0,0.0,MSFT,2019-08-22 13:30:00+00:00,2019-08-22 20:00:00+00:00
2019-08-23 04:00:00+00:00,131.27318377820285,132.38315805628122,127.0725191057924,127.63706970214844,38508600,0.0,0.0,MSFT,2019-08-23 13:30:00+00:00,2019-08-23 20:00:00+00:00
2019-08-26 04:00:00+00:00,129.16807791512588,129.7134870307819,128.12507697343435,129.6082305908203,20312600,0.0,0.0,MSFT,2019-08-26 13:30:00+00:00,2019-08-26 20:00:00+00:00
2019-08-27 04:00:00+00:00,130.50771815178342,130.82348753479968,128.8523343566091,129.88575744628906,23102100,0.0,0.0,MSFT,2019-08-27 13:30:00+00:00,2019-08-27 20:00:00+00:00
2019-08-28 04:00:00+00:00,129.06283535099047,129.90487236051305,127.79019447670323,129.7135009765625,17393300,0.0,0.0,MSFT,2019-08-28 13:30:00+00:00,2019-08-28 20:00:00+00:00
2019-08-29 04:00:00+00:00,131.3305820854828,132.4692612353045,131.00524935716143,132.16305541992188,20168700,0.0,0.0,MSFT,2019-08-29 13:30:00+00:00,2019-08-29 20:00:00+00:00
2019-08-30 04:00:00+00:00,133.1486490597276,133.1773540335833,130.39286936468844,131.91429138183594,23940100,0.0,0.0,MSFT,2019-08-30 13:30:00+00:00,2019-08-30 20:00:00+00:00
2019-09-03 04:00:00+00:00,130.71822960540732,131.28278034413918,129.84747294693497,130.1728057861328,18869300,0.0,0.0,MSFT,2019-09-03 13:30:00+00:00,2019-09-03 20:00:00+00:00
2019-09-04 04:00:00+00:00,131.37844455690896,131.75162381438383,130.59380301002915,131.6942138671875,17995900,0.0,0.0,MSFT,2019-09-04 13:30:00+00:00,2019-09-04 20:00:00+00:00
2019-09-05 04:00:00+00:00,133.1103804706673,134.32561123168327,132.77546964181525,134.0098419189453,26101800,0.0,0.0,MSFT,2019-09-05 13:30:00+00:00,2019-09-05 20:00:00+00:00
2019-09-06 04:00:00+00:00,133.9906981945414,134.1342230612847,132.23962181678058,133.10081481933594,20824500,0.0,0.0,MSFT,2019-09-06 13:30:00+00:00,2019-09-06 20:00:00+00:00
2019-09-09 04:00:00+00:00,133.56967494171712,133.72277786956377,130.5746773944733,131.58895874023438,25773900,0.0,0.0,MSFT,2019-09-09 13:30:00+00:00,2019-09-09 20:00:00+00:00
2019-09-10 04:00:00+00:00,130.90002347375557,130.98613840416223,128.7087795731837,130.21107482910156,28903400,0.0,0.0,MSFT,2019-09-10 13:30:00+00:00,2019-09-10 20:00:00+00:00
2019-09-11 04:00:00+00:00,130.04842426876704,130.39289863305598,129.2637825387247,130.24935913085938,24726100,0.0,0.0,MSFT,2019-09-11 13:30:00+00:00,2019-09-11 20:00:00+00:00
2019-09-12 04:00:00+00:00,131.90472805365602,132.45013715814883,130.96698357111944,131.58895874023438,27010000,0.0,0.0,MSFT,2019-09-12 13:30:00+00:00,2019-09-12 20:00:00+00:00
2019-09-13 04:00:00+00:00,131.83776627965483,132.10568915634656,130.67995983410174,131.39761352539062,23363100,0.0,0.0,MSFT,2019-09-13 13:30:00+00:00,2019-09-13 20:00:00+00:00
2019-09-16 04:00:00+00:00,129.971851139007,130.80432463041873,129.80918474417368,130.45028686523438,16731400,0.0,0.0,MSFT,2019-09-16 13:30:00+00:00,2019-09-16 20:00:00+00:00
2019-09-17 04:00:00+00:00,131.0531213730012,131.58896705361872,130.54596606738133,131.46456909179688,17814200,0.0,0.0,MSFT,2019-09-17 13:30:00+00:00,2019-09-17 20:00:00+00:00
