,Date,Ticker,Sector,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_tot,Open,High,Low,Close,Volume
3883,2022-09-27,NVDA,Technology,0.08871,0.08871,0.08871,0.08871,124.977,127.265,122.489,124.037,55385400.0
3884,2022-09-28,NVDA,Technology,0.,0.,0.,0.,124.007,128.134,123.448,127.265,54241400.0
3885,2022-09-29,NVDA,Technology,0.096,0.096,0.096,0.096,124.387,124.907,119.371,122.109,53276300.0
3886,2022-09-30,NVDA,Technology,0.,0.,0.,0.,120.78,126.236,120.66,121.299,56563800.0
3887,2022-10-03,NVDA,Technology,0.01633,0.01633,0.01633,0.01633,123.378,126.685,120.96,125.027,54747800.0
3888,2022-10-04,NVDA,Technology,0.01433,0.01433,0.01433,0.01433,128.694,132.101,128.694,131.572,58418200.0
3889,2022-10-05,NVDA,Technology,0.059,0.059,0.059,0.059,129.014,133.111,126.116,131.991,50713100.0
3890,2022-10-06,NVDA,Technology,0.0275,0.0275,0.0275,0.0275,132.101,136.458,130.932,131.202,64415700.0
3891,2022-10-07,NVDA,Technology,0.044,0.044,0.044,0.044,124.957,126.605,120.130,120.67,67247800.0
3892,2022-10-09,NVDA,Technology,0.069,0.069,0.069,0.069,124.957,126.605,120.130,120.67,67247800.0
3893,2022-10-10,NVDA,Technology,0.162,0.162,0.162,0.162,120.280,121.15,113.995,116.613,69869900.0
3894,2022-10-11,NVDA,Technology,0.0465,0.0465,0.0465,0.0465,115.524,118.372,112.746,115.774,66748200.0
3895,2022-10-12,NVDA,Technology,0.0625,0.0625,0.0625,0.0625,115.704,117.262,113.365,114.914,49259000.0
3896,2022-10-13,NVDA,Technology,0.051,0.051,0.051,0.051,109.628,120.69,108.049,119.511,85010300.0
3897,2022-10-14,NVDA,Technology,0.186,0.186,0.186,0.186,120.480,121.02,111.956,112.186,71343200.0
3898,2022-10-15,NVDA,Technology,0.,0.,0.,0.,120.480,121.02,111.956,112.186,71343200.0
3899,2022-10-17,NVDA,Technology,0.05575,0.05575,0.05575,0.05575,115.094,119.391,115.084,118.791,58077400.0
3900,2022-10-18,NVDA,Technology,0.013,0.013,0.013,0.013,123.348,124.827,116.093,119.581,65936200.0
3901,2022-10-19,NVDA,Technology,0.,0.,0.,0.,118.701,123.408,118.252,120.420,52313100.0
3902,2022-10-20,NVDA,Technology,0.033,0.033,0.033,0.033,121.04,127.595,120.96,121.849,65239800.0
3903,2022-10-21,NVDA,Technology,0.,0.,0.,0.,120.89,124.887,118.781,124.567,60949400.0
3904,2022-10-22,NVDA,Technology,0.0975,0.0975,0.0975,0.0975,120.89,124.887,118.781,124.567,60949400.0
3905,2022-10-25,NVDA,Technology,0.026,0.026,0.026,0.026,126.845,132.901,126.546,132.511,50548200.0
3906,2022-10-26,NVDA,Technology,0.088,0.088,0.088,0.088,128.594,133.780,126.985,128.864,53295300.0
3907,2022-10-27,NVDA,Technology,0.04267,0.04267,0.04267,0.04267,136.198,138.277,131.122,131.662,58311300.0
3908,2022-10-28,NVDA,Technology,0.073,0.073,0.073,0.073,130.942,138.397,130.513,138.237,52104000.0
3909,2022-10-30,NVDA,Technology,0.,0.,0.,0.,130.942,138.397,130.513,138.237,52104000.0
3910,2022-11-02,NVDA,Technology,0.,0.,0.,0.,138.397,141.994,132.011,132.091,67262800.0
3911,2022-11-03,NVDA,Technology,0.049,0.049,0.049,0.049,130.333,137.707,129.463,134.11,50006500.0
3912,2022-11-07,NVDA,Technology,0.046,0.046,0.046,0.046,142.174,144.012,139.436,142.903,41006100.0
3913,2022-11-08,NVDA,Technology,0.05486,0.05486,0.05486,0.05486,147.9,148.799,142.054,145.911,59529200.0
3914,2022-11-09,NVDA,Technology,0.,0.,0.,0.,141.514,142.004,137.487,137.657,45441400.0
3915,2022-11-10,NVDA,Technology,0.0225,0.0225,0.0225,0.0225,147.89,157.612,145.361,157.383,70081900.0
3916,2022-11-11,NVDA,Technology,0.035,0.035,0.035,0.035,157.952,163.768,154.704,163.148,65548700.0
3917,2022-11-13,NVDA,Technology,0.,0.,0.,0.,157.952,163.768,154.704,163.148,65548700.0
3918,2022-11-14,NVDA,Technology,0.077,0.077,0.077,0.077,162.059,165.277,159.101,162.828,52785200.0
3919,2022-11-15,NVDA,Technology,0.059,0.059,0.059,0.059,167.095,169.853,163.698,166.536,54587600.0
3920,2022-11-16,NVDA,Technology,0.06129,0.06129,0.06129,0.06129,161.499,163.498,158.612,158.981,64954700.0
3921,2022-11-17,NVDA,Technology,0.04967,0.04967,0.04967,0.04967,157.033,162.539,155.234,156.653,71089400.0
3922,2022-11-18,NVDA,Technology,0.,0.,0.,0.,159.541,159.901,151.087,153.975,49207200.0
3923,2022-11-19,NVDA,Technology,0.182,0.182,0.182,0.182,159.541,159.901,151.087,153.975,49207200.0
3924,2022-11-21,NVDA,Technology,0.03667,0.03667,0.03667,0.03667,151.357,154.655,150.687,153.056,40473900.0
3925,2022-11-22,NVDA,Technology,0.0475,0.0475,0.0475,0.0475,153.166,160.460,151.107,160.260,47286600.0
3926,2022-11-23,NVDA,Technology,0.058,0.058,0.058,0.058,160.86,165.147,160.360,165.067,42724100.0
3927,2022-11-24,NVDA,Technology,0.,0.,0.,0.,160.86,165.147,160.360,165.067,42724100.0
3928,2022-11-27,NVDA,Technology,0.,0.,0.,0.,160.86,165.147,160.360,165.067,42724100.0
3929,2022-11-28,NVDA,Technology,0.,0.,0.,0.,160.140,163.448,157.133,158.152,30374100.0
3930,2022-11-29,NVDA,Technology,0.,0.,0.,0.,158.152,159.201,155.084,156.273,29838400.0
3931,2022-11-30,NVDA,Technology,0.0315,0.0315,0.0315,0.0315,156.893,169.217,155.894,169.147,56529800.0
3932,2022-12-02,NVDA,Technology,0.,0.,0.,0.,166.508,169.247,164.369,168.677,37138900.0
3933,2022-12-03,NVDA,Technology,0.,0.,0.,0.,166.508,169.247,164.369,168.677,37138900.0
3934,2022-12-04,NVDA,Technology,0.,0.,0.,0.,166.508,169.247,164.369,168.677,37138900.0
3935,2022-12-05,NVDA,Technology,0.,0.,0.,0.,166.708,169.867,164.639,166.019,35225500.0
3936,2022-12-06,NVDA,Technology,0.,0.,0.,0.,165.219,165.649,158.112,159.792,35269400.0
3937,2022-12-07,NVDA,Technology,0.1575,0.1575,0.1575,0.1575,157.643,161.781,156.593,161.121,37238800.0
3938,2022-12-08,NVDA,Technology,0.131,0.131,0.131,0.131,162.650,171.706,159.512,171.606,51545600.0
3939,2022-12-09,NVDA,Technology,0.038,0.038,0.038,0.038,171.516,175.744,169.667,169.927,46533800.0
3940,2022-12-12,NVDA,Technology,0.0575,0.0575,0.0575,0.0575,170.286,175.294,167.888,175.264,45732800.0
3941,2022-12-15,NVDA,Technology,0.018,0.018,0.018,0.018,171.376,173.115,166.918,169.437,47854200.0
3942,2022-12-16,NVDA,Technology,0.06533,0.06533,0.06533,0.06533,168.557,170.326,164.02,165.629,47823200.0
3943,2022-12-17,NVDA,Technology,0.075,0.075,0.075,0.075,168.557,170.326,164.02,165.629,47823200.0
3944,2022-12-19,NVDA,Technology,0.,0.,0.,0.,165.639,166.009,161.371,162.460,35403900.0
3945,2022-12-20,NVDA,Technology,0.,0.,0.,0.,160.561,163.020,158.442,160.771,40326000.0
3946,2022-12-21,NVDA,Technology,0.023,0.023,0.023,0.023,161.061,166.188,160.941,164.929,32502500.0
3947,2022-12-22,NVDA,Technology,0.03533,0.03533,0.03533,0.03533,160.861,161.301,148.747,153.315,56504500.0
3948,2022-12-23,NVDA,Technology,0.045,0.045,0.045,0.045,151.885,153.315,148.757,151.985,34932600.0
3949,2022-12-27,NVDA,Technology,0.0825,0.0825,0.0825,0.0825,150.666,150.926,140.491,141.141,46490200.0
3950,2022-12-28,NVDA,Technology,0.105,0.105,0.105,0.105,139.202,142.550,138.772,140.291,35106600.0
3951,2022-12-30,NVDA,Technology,0.10633,0.10633,0.10633,0.10633,143.27,146.218,142.260,146.068,31049000.0
3952,2022-12-31,NVDA,Technology,0.,0.,0.,0.,143.27,146.218,142.260,146.068,31049000.0
3953,2023-01-01,NVDA,Technology,0.,0.,0.,0.,143.27,146.218,142.260,146.068,31049000.0
3954,2023-01-02,NVDA,Technology,0.,0.,0.,0.,143.27,146.218,142.260,146.068,31049000.0
3955,2023-01-03,NVDA,Technology,0.04775,0.04775,0.04775,0.04775,148.437,149.886,140.891,143.08,40127700.0
3956,2023-01-04,NVDA,Technology,0.,0.,0.,0.,145.599,148.457,142.340,147.418,43132400.0
3957,2023-01-05,NVDA,Technology,0.,0.,0.,0.,144.839,145.569,141.411,142.580,38916800.0
3958,2023-01-06,NVDA,Technology,0.076,0.076,0.076,0.076,144.669,150.026,140.271,148.517,40504400.0
3959,2023-01-11,NVDA,Technology,0.09567,0.09567,0.09567,0.09567,158.322,160.201,155.554,159.932,35328500.0
3960,2023-01-12,NVDA,Technology,0.03,0.03,0.03,0.03,160.921,166.288,154.844,165.029,55140900.0
3961,2023-01-14,NVDA,Technology,0.022,0.022,0.022,0.022,160.921,166.288,154.844,165.029,55140900.0
3962,2023-01-15,NVDA,Technology,0.,0.,0.,0.,160.921,166.288,154.844,165.029,55140900.0
3963,2023-01-17,NVDA,Technology,0.,0.,0.,0.,168.907,177.193,168.907,176.933,51110200.0
3964,2023-01-19,NVDA,Technology,0.,0.,0.,0.,170.276,171.886,167.228,167.568,45293200.0
3965,2023-01-21,NVDA,Technology,0.042,0.042,0.042,0.042,170.276,171.886,167.228,167.568,45293200.0
3966,2023-01-22,NVDA,Technology,0.,0.,0.,0.,170.276,171.886,167.228,167.568,45293200.0
3967,2023-01-23,NVDA,Technology,0.125,0.125,0.125,0.125,180.551,192.356,178.093,191.836,65516300.0
3968,2023-01-24,NVDA,Technology,0.05083,0.05083,0.05083,0.05083,188.178,194.854,188.108,192.556,49620400.0
3969,2023-01-25,NVDA,Technology,0.032,0.032,0.032,0.032,189.037,193.605,185.709,193.135,44953700.0
3970,2023-01-27,NVDA,Technology,0.,0.,0.,0.,194.525,206.179,193.955,203.550,54214200.0
3971,2023-01-29,NVDA,Technology,0.,0.,0.,0.,194.525,206.179,193.955,203.550,54214200.0
3972,2023-01-30,NVDA,Technology,0.027,0.027,0.027,0.027,199.402,201.301,191.406,191.526,48861100.0
3973,2023-02-01,NVDA,Technology,0.,0.,0.,0.,196.813,211.816,196.014,209.327,66047700.0
3974,2023-02-02,NVDA,Technology,0.022,0.022,0.022,0.022,209.897,219.382,206.898,216.984,56427600.0
3975,2023-02-03,NVDA,Technology,0.,0.,0.,0.,209.897,217.343,207.788,210.897,42936600.0
3976,2023-02-04,NVDA,Technology,0.,0.,0.,0.,209.897,217.343,207.788,210.897,42936600.0
3977,2023-02-09,NVDA,Technology,0.0625,0.0625,0.0625,0.0625,225.949,230.087,221.092,223.260,52387600.0
3978,2023-02-14,NVDA,Technology,0.,0.,0.,0.,215.674,230.377,213.555,229.597,67547400.0
3979,2023-02-15,NVDA,Technology,0.03967,0.03967,0.03967,0.03967,225.379,228.438,220.952,227.528,42057500.0
3980,2023-02-16,NVDA,Technology,0.013,0.013,0.013,0.013,221.221,225.389,219.162,219.912,41202600.0
3981,2023-02-17,NVDA,Technology,0.00925,0.00925,0.00925,0.00925,216.204,217.293,209.647,213.775,46588800.0
3982,2023-02-20,NVDA,Technology,0.1815,0.1815,0.1815,0.1815,216.204,217.293,209.647,213.775,46588800.0
3983,2023-02-21,NVDA,Technology,0.04329,0.04329,0.04329,0.04329,209.897,214.835,206.079,206.449,41001500.0
3984,2023-02-22,NVDA,Technology,0.00937,0.00937,0.00937,0.00937,206.968,210.936,204.11,207.438,51318400.0
3985,2023-02-23,NVDA,Technology,0.025,0.025,0.025,0.025,234.285,238.763,230.137,236.524,111799500.0
3986,2023-02-24,NVDA,Technology,0.018,0.018,0.018,0.018,232.136,234.625,229.357,232.746,58971600.0
3987,2023-02-25,NVDA,Technology,0.069,0.069,0.069,0.069,232.136,234.625,229.357,232.746,58971600.0
3988,2023-02-26,NVDA,Technology,0.,0.,0.,0.,232.136,234.625,229.357,232.746,58971600.0
3989,2023-02-27,NVDA,Technology,0.0385,0.0385,0.0385,0.0385,236.584,238.683,234.425,234.895,45299400.0
3990,2023-02-28,NVDA,Technology,0.03017,0.03017,0.03017,0.03017,233.605,238.133,231.946,232.046,45596300.0
3991,2023-03-01,NVDA,Technology,0.02,0.02,0.02,0.02,231.806,232.446,224.97,226.869,46002600.0
3992,2023-03-02,NVDA,Technology,0.01675,0.01675,0.01675,0.01675,224.77,233.685,224.210,233.026,38941500.0
3993,2023-03-03,NVDA,Technology,0.,0.,0.,0.,233.086,238.883,231.187,238.783,41239300.0
3994,2023-03-04,NVDA,Technology,0.07,0.07,0.07,0.07,233.086,238.883,231.187,238.783,41239300.0
3995,2023-03-06,NVDA,Technology,0.,0.,0.,0.,238.793,242.361,234.755,235.424,43742900.0
3996,2023-03-07,NVDA,Technology,0.0254,0.0254,0.0254,0.0254,235.924,241.173,232.335,232.805,51515400.0
3997,2023-03-08,NVDA,Technology,0.021,0.021,0.021,0.021,234.795,241.922,234.165,241.732,51357300.0
3998,2023-03-09,NVDA,Technology,0.0535,0.0535,0.0535,0.0535,241.673,244.462,233.755,234.285,50125700.0
3999,2023-03-10,NVDA,Technology,0.,0.,0.,0.,234.015,236.194,227.187,229.576,47486600.0
4000,2023-03-13,NVDA,Technology,0.121,0.121,0.121,0.121,227.447,232.905,222.899,229.586,42189000.0
4001,2023-03-14,NVDA,Technology,0.0165,0.0165,0.0165,0.0165,234.885,242.112,234.525,240.553,47491000.0
4002,2023-03-16,NVDA,Technology,0.,0.,0.,0.,240.193,255.798,238.863,255.328,58325300.0
4003,2023-03-17,NVDA,Technology,0.01633,0.01633,0.01633,0.01633,259.737,263.905,256.598,257.168,84854700.0
4004,2023-03-18,NVDA,Technology,0.,0.,0.,0.,259.737,263.905,256.598,257.168,84854700.0
4005,2023-03-20,NVDA,Technology,0.03533,0.03533,0.03533,0.03533,256.068,260.157,251.219,258.917,43274700.0
4006,2023-03-21,NVDA,Technology,0.00238,0.00238,0.00238,0.00238,261.716,263.835,253.729,261.906,54740800.0
4007,2023-03-22,NVDA,Technology,0.01033,0.01033,0.01033,0.01033,264.165,275.802,262.286,264.595,79729500.0
4008,2023-03-23,NVDA,Technology,0.034,0.034,0.034,0.034,271.063,274.902,266.814,271.823,56488900.0
4009,2023-03-24,NVDA,Technology,0.02,0.02,0.02,0.02,270.223,271.583,263.465,267.704,45492000.0
4010,2023-03-25,NVDA,Technology,0.151,0.151,0.151,0.151,270.223,271.583,263.465,267.704,45492000.0
4011,2023-03-27,NVDA,Technology,0.098,0.098,0.098,0.098,268.284,269.913,263.565,265.225,36102600.0
4012,2023-03-28,NVDA,Technology,0.06475,0.06475,0.06475,0.06475,264.385,265.045,258.417,264.015,35610400.0
4013,2023-03-29,NVDA,Technology,0.,0.,0.,0.,268.164,270.693,265.885,269.753,39369400.0
4014,2023-03-30,NVDA,Technology,0.02525,0.02525,0.02525,0.02525,272.203,274.902,270.933,273.742,36451600.0
4015,2023-03-31,NVDA,Technology,0.,0.,0.,0.,271.313,278.251,270.963,277.681,43393300.0
4016,2023-04-01,NVDA,Technology,0.034,0.034,0.034,0.034,271.313,278.251,270.963,277.681,43393300.0
4017,2023-04-03,NVDA,Technology,0.086,0.086,0.086,0.086,275.002,279.910,273.272,279.560,39871600.0
4018,2023-04-04,NVDA,Technology,0.03367,0.03367,0.03367,0.03367,279.570,279.910,272.982,274.442,36859200.0
4019,2023-04-05,NVDA,Technology,0.015,0.015,0.015,0.015,268.204,269.893,263.865,268.724,51501500.0
4020,2023-04-06,NVDA,Technology,0.,0.,0.,0.,265.755,270.713,264.185,270.283,39765400.0
4021,2023-04-07,NVDA,Technology,0.,0.,0.,0.,265.755,270.713,264.185,270.283,39765400.0
4022,2023-04-08,NVDA,Technology,0.,0.,0.,0.,265.755,270.713,264.185,270.283,39765400.0
4023,2023-04-10,NVDA,Technology,0.,0.,0.,0.,268.144,276.121,266.604,275.702,39527900.0
4024,2023-04-11,NVDA,Technology,0.,0.,0.,0.,277.151,277.811,271.173,271.603,31437800.0
4025,2023-04-12,NVDA,Technology,0.0265,0.0265,0.0265,0.0265,273.612,274.592,264.395,264.865,44625900.0
4026,2023-04-13,NVDA,Technology,0.,0.,0.,0.,267.254,268.784,263.206,264.545,35361500.0
4027,2023-04-14,NVDA,Technology,0.,0.,0.,0.,264.955,268.744,262.116,267.494,39566000.0
4028,2023-04-16,NVDA,Technology,0.063,0.063,0.063,0.063,264.955,268.744,262.116,267.494,39566000.0
4029,2023-04-17,NVDA,Technology,0.,0.,0.,0.,265.565,269.973,264.245,269.933,32147100.0
4030,2023-04-18,NVDA,Technology,0.01443,0.01443,0.01443,0.01443,275.242,281.01,273.482,276.581,60481200.0
4031,2023-04-19,NVDA,Technology,0.145,0.145,0.145,0.145,273.522,279.910,272.233,279.220,35866000.0
4032,2023-04-20,NVDA,Technology,0.03133,0.03133,0.03133,0.03133,276.621,280.210,269.913,270.953,42771300.0
4033,2023-04-21,NVDA,Technology,0.0325,0.0325,0.0325,0.0325,269.434,271.743,267.134,271.103,34510300.0
4034,2023-04-22,NVDA,Technology,0.,0.,0.,0.,269.434,271.743,267.134,271.103,34510300.0
4035,2023-04-23,NVDA,Technology,0.083,0.083,0.083,0.083,269.434,271.743,267.134,271.103,34510300.0
4036,2023-04-24,NVDA,Technology,0.1444,0.1444,0.1444,0.1444,270.043,273.572,266.624,270.333,33928200.0
4037,2023-04-25,NVDA,Technology,0.0536,0.0536,0.0536,0.0536,270.693,272.383,262.166,262.326,37852700.0
4038,2023-04-26,NVDA,Technology,0.,0.,0.,0.,269.933,273.212,266.964,269.474,40633700.0
4039,2023-04-28,NVDA,Technology,0.,0.,0.,0.,272.163,277.491,270.623,277.401,29168700.0
4040,2023-05-01,NVDA,Technology,0.0325,0.0325,0.0325,0.0325,278.311,290.487,277.711,289.007,57032900.0
4041,2023-05-02,NVDA,Technology,0.0108,0.0108,0.0108,0.0108,286.708,288.268,280.74,282.01,40273000.0
4042,2023-05-03,NVDA,Technology,0.,0.,0.,0.,278.311,283.579,274.632,277.931,38338700.0
4043,2023-05-04,NVDA,Technology,0.021,0.021,0.021,0.021,276.421,278.501,272.313,275.532,32185000.0
4044,2023-05-05,NVDA,Technology,0.072,0.072,0.072,0.072,278.171,287.458,277.221,286.708,36101400.0
4045,2023-05-06,NVDA,Technology,0.,0.,0.,0.,278.171,287.458,277.221,286.708,36101400.0
4046,2023-05-07,NVDA,Technology,0.,0.,0.,0.,278.171,287.458,277.221,286.708,36101400.0
4047,2023-05-08,NVDA,Technology,0.,0.,0.,0.,285.129,292.106,283.409,291.417,34497900.0
4048,2023-05-10,NVDA,Technology,0.,0.,0.,0.,289.957,291.037,284.519,288.757,36935000.0
4049,2023-05-11,NVDA,Technology,0.05833,0.05833,0.05833,0.05833,288.867,289.407,282.369,285.688,32214900.0
4050,2023-05-12,NVDA,Technology,0.013,0.013,0.013,0.013,285.199,287.708,280.370,283.309,27402700.0
4051,2023-05-14,NVDA,Technology,0.,0.,0.,0.,285.199,287.708,280.370,283.309,27402700.0
4052,2023-05-15,NVDA,Technology,0.,0.,0.,0.,284.989,289.597,281.43,289.437,29392600.0
4053,2023-05-16,NVDA,Technology,0.05,0.05,0.05,0.05,288.318,298.604,288.228,292.036,44940500.0
4054,2023-05-17,NVDA,Technology,0.0165,0.0165,0.0165,0.0165,295.745,301.893,294.206,301.683,43253500.0
4055,2023-05-18,NVDA,Technology,0.01767,0.01767,0.01767,0.01767,304.002,318.178,303.103,316.678,74872500.0
4056,2023-05-19,NVDA,Technology,0.07671,0.07671,0.07671,0.07671,315.259,315.699,309.061,312.54,47312400.0
4057,2023-05-20,NVDA,Technology,0.,0.,0.,0.,315.259,315.699,309.061,312.54,47312400.0
4058,2023-05-22,NVDA,Technology,0.01282,0.01282,0.01282,0.01282,308.911,315.099,306.702,311.660,37200000.0
4059,2023-05-23,NVDA,Technology,0.022,0.022,0.022,0.022,309.901,312.78,306.212,306.782,35625300.0
4060,2023-05-24,NVDA,Technology,0.04392,0.04392,0.04392,0.04392,302.003,305.972,297.964,305.282,72141900.0
4061,2023-05-25,NVDA,Technology,0.03273,0.03273,0.03273,0.03273,385.106,394.673,366.233,379.678,154391100.0
4062,2023-05-26,NVDA,Technology,0.05668,0.05668,0.05668,0.05668,378.779,391.574,375.38,389.335,71439700.0
4063,2023-05-27,NVDA,Technology,0.0124,0.0124,0.0124,0.0124,378.779,391.574,375.38,389.335,71439700.0
4064,2023-05-28,NVDA,Technology,0.,0.,0.,0.,378.779,391.574,375.38,389.335,71439700.0
4065,2023-05-29,NVDA,Technology,0.00979,0.00979,0.00979,0.00979,378.779,391.574,375.38,389.335,71439700.0
4066,2023-05-30,NVDA,Technology,0.0193,0.0193,0.0193,0.0193,405.82,419.246,399.362,400.981,92340100.0
4067,2023-05-31,NVDA,Technology,0.01638,0.01638,0.01638,0.01638,394.753,402.821,378.099,378.219,100258000.0
4068,2023-06-01,NVDA,Technology,0.03367,0.03367,0.03367,0.03367,384.767,400.372,383.277,397.573,63587300.0
4069,2023-06-02,NVDA,Technology,0.04208,0.04208,0.04208,0.04208,400.841,404.870,390.455,393.144,48165500.0
4070,2023-06-03,NVDA,Technology,0.06483,0.06483,0.06483,0.06483,400.841,404.870,390.455,393.144,48165500.0
4071,2023-06-04,NVDA,Technology,0.,0.,0.,0.,400.841,404.870,390.455,393.144,48165500.0
4072,2023-06-05,NVDA,Technology,0.049,0.049,0.049,0.049,388.965,395.523,386.946,391.584,39609400.0
4073,2023-06-06,NVDA,Technology,0.03943,0.03943,0.03943,0.03943,388.175,391.474,381.358,386.416,38872900.0
4074,2023-06-07,NVDA,Technology,0.03514,0.03514,0.03514,0.03514,389.065,394.904,373.479,374.669,51199800.0
4075,2023-06-08,NVDA,Technology,0.035,0.035,0.035,0.035,377.158,388.556,374.969,385.016,41777200.0
4076,2023-06-09,NVDA,Technology,0.01625,0.01625,0.01625,0.01625,390.285,397.024,385.586,387.616,42722000.0
4077,2023-06-10,NVDA,Technology,0.0295,0.0295,0.0295,0.0295,390.285,397.024,385.586,387.616,42722000.0
4078,2023-06-12,NVDA,Technology,0.038,0.038,0.038,0.038,391.915,395.214,386.096,394.734,38870100.0
4079,2023-06-13,NVDA,Technology,0.,0.,0.,0.,401.773,410.921,397.314,410.131,61320800.0
4080,2023-06-14,NVDA,Technology,0.01914,0.01914,0.01914,0.01914,408.151,429.907,405.432,429.877,74046500.0
4081,2023-06-15,NVDA,Technology,0.02908,0.02908,0.02908,0.02908,425.927,432.796,421.378,426.437,56862200.0
4082,2023-06-16,NVDA,Technology,0.01857,0.01857,0.01857,0.01857,434.406,437.115,426.517,426.827,65475500.0
4083,2023-06-17,NVDA,Technology,0.0125,0.0125,0.0125,0.0125,434.406,437.115,426.517,426.827,65475500.0
4084,2023-06-18,NVDA,Technology,0.,0.,0.,0.,434.406,437.115,426.517,426.827,65475500.0
4085,2023-06-19,NVDA,Technology,0.01767,0.01767,0.01767,0.01767,434.406,437.115,426.517,426.827,65475500.0
4086,2023-06-20,NVDA,Technology,0.01517,0.01517,0.01517,0.01517,429.887,439.804,426.647,437.985,45115300.0
4087,2023-06-21,NVDA,Technology,0.00813,0.00813,0.00813,0.00813,434.916,436.055,420.709,430.357,55160300.0
4088,2023-06-22,NVDA,Technology,0.0164,0.0164,0.0164,0.0164,422.438,434.166,422.248,430.157,41773700.0
4089,2023-06-23,NVDA,Technology,0.03625,0.03625,0.03625,0.03625,424.548,427.997,420.059,421.998,35632300.0
4090,2023-06-24,NVDA,Technology,0.,0.,0.,0.,424.548,427.997,420.059,421.998,35632300.0
4091,2023-06-25,NVDA,Technology,0.,0.,0.,0.,424.548,427.997,420.059,421.998,35632300.0
4092,2023-06-26,NVDA,Technology,0.08067,0.08067,0.08067,0.08067,424.518,427.547,400.913,406.232,59432200.0
4093,2023-06-27,NVDA,Technology,0.,0.,0.,0.,407.901,419.309,404.392,418.669,46217500.0
4094,2023-06-28,NVDA,Technology,0.07011,0.07011,0.07011,0.07011,406.512,418.359,405.092,411.081,58263900.0
4095,2023-06-29,NVDA,Technology,0.061,0.061,0.061,0.061,415.49,415.91,405.912,408.131,38051400.0
4096,2023-06-30,NVDA,Technology,0.0335,0.0335,0.0335,0.0335,416.709,425.408,414.92,422.928,50053400.0
4097,2023-07-01,NVDA,Technology,0.059,0.059,0.059,0.059,416.709,425.408,414.92,422.928,50053400.0
4098,2023-07-02,NVDA,Technology,0.01625,0.01625,0.01625,0.01625,416.709,425.408,414.92,422.928,50053400.0
4099,2023-07-03,NVDA,Technology,0.01833,0.01833,0.01833,0.01833,425.078,428.887,421.928,424.038,19820900.0
4100,2023-07-05,NVDA,Technology,0.08375,0.08375,0.08375,0.08375,421.259,431.676,420.759,423.078,32361800.0
4101,2023-07-06,NVDA,Technology,0.,0.,0.,0.,418.349,421.698,413.370,420.939,30358200.0
4102,2023-07-07,NVDA,Technology,0.12033,0.12033,0.12033,0.12033,423.128,432.046,421.708,424.938,35525300.0
4103,2023-07-08,NVDA,Technology,0.,0.,0.,0.,423.128,432.046,421.708,424.938,35525300.0
4104,2023-07-10,NVDA,Technology,0.,0.,0.,0.,426.477,428.017,416.4,421.708,35390800.0
4105,2023-07-11,NVDA,Technology,0.02055,0.02055,0.02055,0.02055,424.718,427.487,420.579,423.958,29824400.0
4106,2023-07-12,NVDA,Technology,0.,0.,0.,0.,430.237,439.255,427.677,438.925,48127700.0
4107,2023-07-13,NVDA,Technology,0.016,0.016,0.016,0.016,445.083,461.45,444.823,459.670,47820400.0
4108,2023-07-14,NVDA,Technology,0.02767,0.02767,0.02767,0.02767,465.729,480.776,450.502,454.591,77066400.0
4109,2023-07-16,NVDA,Technology,0.,0.,0.,0.,465.729,480.776,450.502,454.591,77066400.0
4110,2023-07-17,NVDA,Technology,0.02871,0.02871,0.02871,0.02871,462.789,464.859,452.522,464.509,51048800.0
4111,2023-07-18,NVDA,Technology,0.01767,0.01767,0.01767,0.01767,466.909,478.856,457.241,474.837,57019000.0
4112,2023-07-19,NVDA,Technology,0.,0.,0.,0.,474.537,478.076,467.318,470.668,42750200.0
4113,2023-07-20,NVDA,Technology,0.,0.,0.,0.,464.969,470.768,450.522,455.101,53786500.0
4114,2023-07-21,NVDA,Technology,0.03438,0.03438,0.03438,0.03438,457.781,458.560,440.904,442.994,96283200.0
4115,2023-07-23,NVDA,Technology,0.,0.,0.,0.,457.781,458.560,440.904,442.994,96283200.0
4116,2023-07-24,NVDA,Technology,0.,0.,0.,0.,447.213,450.992,440.304,446.023,38251600.0
4117,2023-07-25,NVDA,Technology,0.033,0.033,0.033,0.033,449.312,461.73,449.132,456.691,34808100.0
4118,2023-07-26,NVDA,Technology,0.022,0.022,0.022,0.022,460.110,460.43,446.203,454.421,36423700.0
4119,2023-07-27,NVDA,Technology,0.,0.,0.,0.,465.089,473.847,457.401,458.900,45597600.0
4120,2023-07-30,NVDA,Technology,0.,0.,0.,0.,465.089,473.847,457.401,458.900,45597600.0
4121,2023-07-31,NVDA,Technology,0.058,0.058,0.058,0.058,467.438,471.198,464.959,467.189,25105500.0
4122,2023-08-01,NVDA,Technology,0.026,0.026,0.026,0.026,464.499,468.898,460.170,464.969,23785800.0
4123,2023-08-02,NVDA,Technology,0.01375,0.01375,0.01375,0.01375,458.210,458.300,433.776,442.594,53014200.0
4124,2023-08-03,NVDA,Technology,0.,0.,0.,0.,437.905,451.082,437.905,445.053,32417600.0
4125,2023-08-05,NVDA,Technology,0.,0.,0.,0.,437.905,451.082,437.905,445.053,32417600.0
