Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-01 00:00:00-05:00,66.52247807030179,66.6607974429842,66.04243919765405,66.43297576904297,10624205,0.0,0.0
2019-03-04 00:00:00-05:00,66.7421782392448,66.81540386485835,65.52173162926083,66.2051773071289,8522755,0.0,0.0
2019-03-05 00:00:00-05:00,66.2946500090557,66.7421484173751,66.08310507037845,66.47364807128906,8698190,0.0,0.0
2019-03-06 00:00:00-05:00,66.39230678645337,66.52248783117562,65.33458823763787,65.70885467529297,8167169,0.0,0.0
2019-03-07 00:00:00-05:00,65.92852627885318,65.99361353687165,65.12303161485215,65.45661926269531,10925505,0.0,0.0
2019-03-08 00:00:00-05:00,65.26133608153863,65.57864696331833,64.31752226473124,64.92774200439453,11716326,0.0,0.0
2019-03-11 00:00:00-04:00,65.38339585969972,65.92852849903846,65.1474423436749,65.79834747314453,9126613,0.0,0.0
2019-03-12 00:00:00-04:00,66.04246098864085,66.35977205759248,65.72514341421382,66.09127807617188,9261281,0.0,0.0
2019-03-13 00:00:00-04:00,66.40043418431604,66.72588348971327,66.05870818509142,66.39229583740234,8059749,0.0,0.0
2019-03-14 00:00:00-04:00,66.60527213049349,66.97389121445102,66.293994957306,66.75272369384766,8530406,0.524809,0.0
2019-03-15 00:00:00-04:00,66.76091827560894,67.09676965577671,66.18751220222606,66.8182601928711,17341046,0.0,0.0
2019-03-18 00:00:00-04:00,66.57251839662503,67.03124722969073,66.28581533206645,66.63805389404297,14357914,0.0,0.0
2019-03-19 00:00:00-04:00,66.79367240857003,67.17048503125314,66.31856311896715,67.09675598144531,10224393,0.0,0.0
2019-03-20 00:00:00-04:00,67.04760900467032,67.76027295349515,66.6626093516989,67.23601531982422,11894590,0.0,0.0
2019-03-21 00:00:00-04:00,67.25241538375938,68.12890509926882,67.04762188470055,67.94869232177734,9473291,0.0,0.0
2019-03-22 00:00:00-04:00,67.9159123229822,68.35825388786013,67.18686777069045,67.40803527832031,10639191,0.0,0.0
2019-03-25 00:00:00-04:00,67.2278390401308,67.78486455659082,67.10496817238956,67.45720672607422,7878654,0.0,0.0
2019-03-26 00:00:00-04:00,67.79306883795084,68.37466861981468,67.63743019769103,67.92413330078125,9242731,0.0,0.0
2019-03-27 00:00:00-04:00,67.92410589535974,68.03878316055435,67.01484859808944,67.40803527832031,10020766,0.0,0.0
2019-03-28 00:00:00-04:00,67.8176336586147,67.90773678021739,67.31795005366357,67.68656921386719,7161298,0.0,0.0
2019-03-29 00:00:00-04:00,67.98965585399628,68.23540415476609,67.7521011281382,68.12891387939453,10147994,0.0,0.0
2019-04-01 00:00:00-04:00,68.58763699898213,68.68594025023415,67.94050831374626,68.23540496826172,8820282,0.0,0.0
2019-04-02 00:00:00-04:00,68.36646910623831,68.57944965854215,67.90774025136383,68.16168212890625,5875088,0.0,0.0
2019-04-03 00:00:00-04:00,68.21079982429582,68.53027050917551,67.7848389111229,68.13707733154297,6550734,0.0,0.0
2019-04-04 00:00:00-04:00,67.99786468547912,68.15350334600099,66.52338764927467,67.04764556884766,10257719,0.0,0.0
2019-04-05 00:00:00-04:00,67.14591422375509,67.30155280403713,66.44143727660459,66.47420501708984,10324162,0.0,0.0
2019-04-08 00:00:00-04:00,66.3185802319451,66.5643285122759,65.81889664667295,66.31038665771484,10586267,0.0,0.0
2019-04-09 00:00:00-04:00,65.99907846964142,66.33492971046537,65.74514328383101,66.18748474121094,10785282,0.0,0.0
2019-04-10 00:00:00-04:00,66.23667202922122,66.61348479402723,66.06465279723095,66.20391082763672,6894268,0.0,0.0
2019-04-11 00:00:00-04:00,66.29401533462357,66.29401533462357,65.03251910840113,65.40113830566406,10410518,0.0,0.0
2019-04-12 00:00:00-04:00,65.54037882190939,65.89261077427747,64.95877921726196,65.06526947021484,10164762,0.0,0.0
2019-04-15 00:00:00-04:00,64.96698269175545,65.11442773387596,64.27889272928665,64.32804107666016,13822491,0.0,0.0
2019-04-16 00:00:00-04:00,64.90143832359858,64.95058666425359,63.41877488177579,63.5334587097168,12531250,0.0,0.0
2019-04-17 00:00:00-04:00,63.57441011153622,63.582603684417954,60.412483483038585,60.551734924316406,34181463,0.0,0.0
2019-04-18 00:00:00-04:00,60.19131675040766,60.658232568455595,59.16737545048281,59.95376205444336,32768445,0.0,0.0
2019-04-22 00:00:00-04:00,59.92918992368883,60.46164125167919,59.58514495403504,60.1749382019043,14548441,0.0,0.0
2019-04-23 00:00:00-04:00,60.37152265772786,61.64121208299777,60.12578096546951,61.108760833740234,19281523,0.0,0.0
2019-04-24 00:00:00-04:00,61.21525955200195,61.526536771669846,60.600898686747826,61.21525955200195,12779102,0.0,0.0
2019-04-25 00:00:00-04:00,61.09239444834379,62.92729674224857,60.99409774857536,62.53410339355469,13994154,0.0,0.0
2019-04-26 00:00:00-04:00,62.77983161575501,63.066534628050235,62.329302989018764,62.771644592285156,8888193,0.0,0.0
2019-04-29 00:00:00-04:00,62.73886217784734,63.22215843429877,62.64875254380127,62.894500732421875,7395317,0.0,0.0
2019-04-30 00:00:00-04:00,63.53346156799212,64.63112535765357,62.25557845499587,64.4754867553711,11269039,0.0,0.0
2019-05-01 00:00:00-04:00,64.45909892453064,65.31102099082837,64.24611840795619,64.48367309570312,15288643,0.0,0.0
2019-05-02 00:00:00-04:00,64.39357462683473,65.39293524259361,64.39357462683473,65.13899993896484,11579142,0.0,0.0
2019-05-03 00:00:00-04:00,65.15539744606075,65.64688753270157,64.91784270342056,65.5322036743164,7942582,0.0,0.0
2019-05-06 00:00:00-04:00,64.32803970306442,65.36017462472844,64.13963334240913,65.10623931884766,9906534,0.0,0.0
2019-05-07 00:00:00-04:00,64.62292663428842,64.9505844104919,63.418772681167404,63.81196594238281,10523387,0.0,0.0
2019-05-08 00:00:00-04:00,64.16419163618322,64.47547533523168,63.81195972482489,64.04132080078125,10567508,0.0,0.0
2019-05-09 00:00:00-04:00,63.63177024013071,64.31166669388392,63.27134462480575,64.16421508789062,8105861,0.0,0.0
2019-05-10 00:00:00-04:00,63.959412742902686,64.16419967744321,62.91909092368074,64.04952239990234,9027158,0.0,0.0
2019-05-13 00:00:00-04:00,62.92728243423263,63.50888202498893,62.92728243423263,63.213985443115234,9641705,0.0,0.0
2019-05-14 00:00:00-04:00,63.58259816743603,63.95940424302167,63.36961768793987,63.418766021728516,8113826,0.0,0.0
2019-05-15 00:00:00-04:00,62.96825064375463,63.79559865431535,62.91090871981179,63.52527618408203,7284543,0.0,0.0
2019-05-16 00:00:00-04:00,63.70547476061245,65.44207994301057,63.672707018585264,64.81951904296875,9910831,0.0,0.0
2019-05-17 00:00:00-04:00,64.22973781038093,64.77037612579505,63.77100903246233,64.48367309570312,8259707,0.0,0.0
2019-05-20 00:00:00-04:00,64.18876984591603,64.93420157674463,64.09866674415252,64.61473083496094,8281191,0.0,0.0
2019-05-21 00:00:00-04:00,64.77856706745602,65.31101833725876,64.32803188143978,65.12261199951172,10873734,0.0,0.0
2019-05-22 00:00:00-04:00,64.99974891604242,66.47421895154011,64.96698116868833,66.3349609375,13491847,0.0,0.0
2019-05-23 00:00:00-04:00,66.02367662139551,66.50697955670238,65.86803802520225,66.36772155761719,9831498,0.0,0.0
2019-05-24 00:00:00-04:00,66.5970832021786,67.12133430811457,66.44143807041864,66.49059295654297,6071588,0.0,0.0
2019-05-28 00:00:00-04:00,66.66261388518386,67.12133607103291,65.7205887949688,65.74516296386719,13779733,0.0,0.0
2019-05-29 00:00:00-04:00,65.63048900881842,65.8352825132497,64.50825099476971,65.0079345703125,11278890,0.0,0.0
2019-05-30 00:00:00-04:00,65.171760996536,65.38474150660309,64.8686773781291,65.27005767822266,7483768,0.0,0.0
2019-05-31 00:00:00-04:00,64.9833522199927,65.4666551361931,64.5492041924113,64.88505554199219,7142749,0.0,0.0
2019-06-03 00:00:00-04:00,65.24547946344177,66.28580122925041,65.13898921500922,65.74516296386719,9218103,0.0,0.0
2019-06-04 00:00:00-04:00,66.14656943779585,66.621678910456,65.6223116127392,66.41688537597656,9368806,0.0,0.0
2019-06-05 00:00:00-04:00,66.6626220192042,67.3916667015105,66.41687375061606,66.91655731201172,9821961,0.0,0.0
2019-06-06 00:00:00-04:00,67.30156231763704,67.53092343421915,66.70357553031978,66.7117691040039,11393961,0.0,0.0
2019-06-07 00:00:00-04:00,67.02305967691625,67.89136252318845,67.02305967691625,67.54731750488281,8797436,0.0,0.0
2019-06-10 00:00:00-04:00,67.72751580948483,67.72751580948483,66.88378732024682,67.56369018554688,7536273,0.0,0.0
2019-06-11 00:00:00-04:00,67.89954408560166,68.32550513286787,67.5391119804275,67.9732666015625,7789679,0.0,0.0
2019-06-12 00:00:00-04:00,68.10432749304725,69.02996550577578,68.10432749304725,68.57124328613281,11057762,0.0,0.0
2019-06-13 00:00:00-04:00,68.85794887092415,68.95624555741384,67.60464646932277,67.90773010253906,10194001,0.0,0.0
2019-06-14 00:00:00-04:00,68.2046042008837,68.74886001486807,67.99844949277124,68.2623291015625,7989952,0.524809,0.0
2019-06-17 00:00:00-04:00,68.19635899902553,68.71586989176727,68.05617090361763,68.69113159179688,6427279,0.0,0.0
2019-06-18 00:00:00-04:00,68.63339609797174,69.82085409331296,68.63339609797174,69.67242431640625,11425086,0.0,0.0
2019-06-19 00:00:00-04:00,69.47451658847477,70.55477318410018,69.44152999333369,70.38984680175781,9825419,0.0,0.0
2019-06-20 00:00:00-04:00,70.90110385322411,71.32990973681044,69.53222961872493,69.76312255859375,12490483,0.0,0.0
2019-06-21 00:00:00-04:00,69.63118658479056,69.90331442470668,68.97148772541983,69.73838806152344,15034294,0.0,0.0
2019-06-24 00:00:00-04:00,70.06823865355754,70.94234043976822,69.87857400101036,70.51353454589844,7891440,0.0,0.0
2019-06-25 00:00:00-04:00,70.54653248890484,71.13201659395656,69.93631667653604,70.29090118408203,9348894,0.0,0.0
2019-06-26 00:00:00-04:00,70.24140710349825,70.25789710206075,68.51794181591441,68.88902282714844,12604401,0.0,0.0
2019-06-27 00:00:00-04:00,68.99622642608085,69.83734165255184,68.77358176850092,69.12816619873047,11721670,0.0,0.0
2019-06-28 00:00:00-04:00,69.24361412821835,69.6476817316224,68.42723721877573,69.14466094970703,46684837,0.0,0.0
2019-07-01 00:00:00-04:00,69.54048283055481,70.03525533478327,69.17764350698242,69.88682556152344,10260863,0.0,0.0
2019-07-02 00:00:00-04:00,69.64768105560435,70.51353454589844,69.35081492958973,70.51353454589844,10381593,0.0,0.0
2019-07-03 00:00:00-04:00,70.96709577770075,71.79996287771293,70.90937087914544,71.65977478027344,6533232,0.0,0.0
2019-07-05 00:00:00-04:00,71.47834512936737,71.57729831233894,70.49704181593289,70.58775329589844,8767358,0.0,0.0
2019-07-08 00:00:00-04:00,70.10122622126599,70.5052938643864,68.85604988476351,69.30134582519531,13693273,0.0,0.0
2019-07-09 00:00:00-04:00,69.46625475541873,70.26614161988961,69.34256328944551,69.97752380371094,8490791,0.0,0.0
2019-07-10 00:00:00-04:00,69.92805193236462,70.18368317706633,69.55697091606231,69.94454193115234,5996132,0.0,0.0
2019-07-11 00:00:00-04:00,68.85606255726806,68.99624406861652,65.78846041042947,66.79450225830078,22146126,0.0,0.0
2019-07-12 00:00:00-04:00,66.67080915235897,66.71203745627007,64.84014191010301,65.74723052978516,18910636,0.0,0.0
2019-07-15 00:00:00-04:00,66.46463896107106,67.01713640107668,66.0688196043493,66.76150512695312,10922570,0.0,0.0
2019-07-16 00:00:00-04:00,67.05836881759838,67.43769156627013,66.70377777236072,67.28101348876953,8448662,0.0,0.0
2019-07-17 00:00:00-04:00,67.58614059139038,67.89949680504652,67.27278437773423,67.55315399169922,9848999,0.0,0.0
2019-07-18 00:00:00-04:00,67.95719454455359,68.4107320872372,67.28924748625614,68.1880874633789,8472661,0.0,0.0
2019-07-19 00:00:00-04:00,68.19633757950936,68.29529074831112,66.918168306828,67.11608123779297,12053782,0.0,0.0
2019-07-22 00:00:00-04:00,67.35525966560964,67.4707028951964,66.83574205569141,66.96768188476562,7261697,0.0,0.0
2019-07-23 00:00:00-04:00,67.19030042722332,67.97369071945745,66.70376966044935,67.64384460449219,7420469,0.0,0.0
2019-07-24 00:00:00-04:00,67.61913281678078,67.87476415058612,66.89346053002134,67.41297149658203,7720197,0.0,0.0
2019-07-25 00:00:00-04:00,67.1655884617267,68.49322833108893,66.83573562410028,67.41297149658203,9670106,0.0,0.0
2019-07-26 00:00:00-04:00,67.27276116817575,67.31398945854271,66.7202638357609,67.14906311035156,7638977,0.0,0.0
2019-07-29 00:00:00-04:00,67.70158023030801,68.27881596811127,67.29751257650054,68.02317810058594,11123682,0.0,0.0
2019-07-30 00:00:00-04:00,69.26010752953675,70.23316255054834,68.29530080492705,68.6663818359375,14286965,0.0,0.0
2019-07-31 00:00:00-04:00,68.36127198336568,69.80436790896037,68.31179538835922,68.43549346923828,12443428,0.0,0.0
2019-08-01 00:00:00-04:00,68.49320084920708,69.68065872015625,68.14686473937184,69.0127182006836,10550006,0.0,0.0
2019-08-02 00:00:00-04:00,69.16941290878901,69.90332678333658,68.89728502076176,69.65593719482422,10913767,0.0,0.0
2019-08-05 00:00:00-04:00,69.14469120379952,69.54875239063745,67.75107801878596,68.54271697998047,11885578,0.0,0.0
2019-08-06 00:00:00-04:00,68.54269296348876,69.66417780221107,68.52619637005762,69.55697631835938,11025274,0.0,0.0
2019-08-07 00:00:00-04:00,69.44152360076666,69.83734292593267,68.27881051436874,69.4745101928711,11509660,0.0,0.0
2019-08-08 00:00:00-04:00,69.88682740358546,70.13421036553898,69.53223636696872,69.87033081054688,8699762,0.0,0.0
2019-08-09 00:00:00-04:00,70.175460955951,71.00832810314584,69.85385644009256,70.52179718017578,8968260,0.0,0.0
2019-08-12 00:00:00-04:00,70.2826488540776,70.85988457384781,69.69716483753955,70.1094741821289,8761909,0.0,0.0
2019-08-13 00:00:00-04:00,70.47231237775097,71.56906560474316,70.47231237775097,70.98358154296875,8413658,0.0,0.0
2019-08-14 00:00:00-04:00,70.39809585055583,70.78566691917197,68.73235519518325,68.77359008789062,11411148,0.0,0.0
2019-08-15 00:00:00-04:00,68.87252803824504,69.14465585245237,68.35301729599614,68.82305145263672,9543612,0.0,0.0
2019-08-16 00:00:00-04:00,69.63945040895912,70.38985432004992,69.39206080902204,70.14247131347656,9156271,0.0,0.0
2019-08-19 00:00:00-04:00,70.5795072610822,71.35465593704289,70.46406407503707,71.07427978515625,7655221,0.0,0.0
2019-08-20 00:00:00-04:00,70.9258333673033,71.5195655315974,70.57124240899418,70.62896728515625,6176598,0.0,0.0
2019-08-21 00:00:00-04:00,71.15674539163797,71.94838409442738,71.02480560783972,71.66801452636719,6486072,0.0,0.0
2019-08-22 00:00:00-04:00,71.53608320997313,71.90716430791403,71.1237738093115,71.51134490966797,6588776,0.0,0.0
2019-08-23 00:00:00-04:00,71.09900664962827,71.69273885774057,69.66416590118638,70.04349517822266,10608694,0.0,0.0
2019-08-26 00:00:00-04:00,70.40633994968145,70.83514588543675,70.15895038827739,70.81864929199219,6041825,0.0,0.0
