Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-01 00:00:00-05:00,48.21905792593647,48.43030290212756,48.09965737291014,48.228240966796875,15757700,0.0,0.0
2019-03-04 00:00:00-05:00,48.37520374086938,48.54052653826851,47.36490087111102,47.79657745361328,14850100,0.0,0.0
2019-03-05 00:00:00-05:00,47.79657819777532,48.30172964051938,47.77820860848487,48.090484619140625,16291900,0.0,0.0
2019-03-06 00:00:00-05:00,48.044551717259694,48.44867208088937,47.87922895403843,48.0812873840332,12389300,0.0,0.0
2019-03-07 00:00:00-05:00,47.94353392573905,48.797700602567886,47.93434737879103,48.29254913330078,16624100,0.0,0.0
2019-03-08 00:00:00-05:00,48.08128673873918,48.4762240562851,47.87922831145622,48.467041015625,15071100,0.0,0.0
2019-03-11 00:00:00-04:00,47.704725257275406,48.843615148570095,47.67717262804459,48.36601638793945,20027700,0.0,0.0
2019-03-12 00:00:00-04:00,48.375197826561234,48.944644505156354,48.2925399416082,48.494598388671875,18048500,0.0,0.0
2019-03-13 00:00:00-04:00,48.7333984375,49.109966198640436,48.439492063128945,48.7333984375,19490800,0.0,0.0
2019-03-14 00:00:00-04:00,48.659924654737104,49.045678997045,48.54052408406553,48.72421646118164,24000300,0.0,0.0
2019-03-15 00:00:00-04:00,47.20875729202547,49.03648731874629,46.841372576245845,48.6231803894043,43340200,0.0,0.0
2019-03-18 00:00:00-04:00,48.55888994318352,49.56000964276513,48.476228555011076,49.10078048706055,21953600,0.0,0.0
2019-03-19 00:00:00-04:00,49.41305236859965,49.94575982693074,49.367130157553206,49.63348388671875,19214000,0.0,0.0
2019-03-20 00:00:00-04:00,49.495717691700634,49.771254483562736,48.22824424476648,48.3476448059082,24111600,0.0,0.0
2019-03-21 00:00:00-04:00,48.33845791482435,49.64266692747199,48.08128722641205,49.63348388671875,16686300,0.0,0.0
2019-03-22 00:00:00-04:00,49.24772910641664,49.48653020726026,48.43948839000461,48.467041015625,16201500,0.0,0.0
2019-03-25 00:00:00-04:00,48.27417230281189,48.62318395438723,47.971079364525316,48.43949508666992,11755900,0.0,0.0
2019-03-26 00:00:00-04:00,48.94464186696997,49.17425643361519,48.73339688609319,48.935455322265625,11657600,0.0,0.0
2019-03-27 00:00:00-04:00,48.93546874500259,49.275300919472635,48.04456636452472,48.5037956237793,12636000,0.0,0.0
2019-03-28 00:00:00-04:00,48.67829263641488,48.953829441175905,48.48541722344621,48.85279846191406,9103100,0.0,0.0
2019-03-29 00:00:00-04:00,49.109970511255206,49.3579546933402,48.90790854726581,49.33039855957031,11485700,0.0,0.0
2019-04-01 00:00:00-04:00,49.48653782310993,50.19375118653881,49.458981689608635,50.129459381103516,15191700,0.0,0.0
2019-04-02 00:00:00-04:00,49.97331758263446,50.055978972459364,49.48653578902136,49.734519958496094,10812100,0.0,0.0
2019-04-03 00:00:00-04:00,49.74371518155095,49.954960228691355,49.468178315873956,49.65187072753906,12853400,0.0,0.0
2019-04-04 00:00:00-04:00,49.468166175998334,49.73451993236537,49.05485922709094,49.431427001953125,9978800,0.0,0.0
2019-04-05 00:00:00-04:00,49.35795723452655,49.7712607223064,49.35795723452655,49.53246307373047,10016300,0.0,0.0
2019-04-08 00:00:00-04:00,49.34876739260831,49.532459765821244,48.981386149823045,49.33958435058594,10126700,0.0,0.0
2019-04-09 00:00:00-04:00,49.13752365849227,49.68859728872002,49.10997102807309,49.440616607666016,9789000,0.0,0.0
2019-04-10 00:00:00-04:00,49.46828513482891,49.966474612533105,49.449833281654925,49.79118728637695,8477300,0.24,0.0
2019-04-11 00:00:00-04:00,49.86499677924201,49.9941562466325,49.376034932883286,49.62512969970703,8147600,0.0,0.0
2019-04-12 00:00:00-04:00,49.911128898966126,50.28015899658203,49.69893782460312,50.28015899658203,9014000,0.0,0.0
2019-04-15 00:00:00-04:00,50.28015396629003,50.510796874392284,50.10486662309166,50.400089263916016,7694900,0.0,0.0
2019-04-16 00:00:00-04:00,50.43697832272788,50.65839701414324,50.123307415496406,50.36317443847656,7265200,0.0,0.0
2019-04-17 00:00:00-04:00,50.446218526624726,50.58460568301796,50.178671901241316,50.26170349121094,7792200,0.0,0.0
2019-04-18 00:00:00-04:00,50.22479564204446,50.43698668352101,50.03105645452213,50.29860305786133,8233000,0.0,0.0
2019-04-22 00:00:00-04:00,50.18790574417486,50.44622471383796,50.003390686130366,50.390869140625,6088100,0.0,0.0
2019-04-23 00:00:00-04:00,50.51080500529398,50.870607436759116,50.48312897805268,50.686092376708984,10923400,0.0,0.0
2019-04-24 00:00:00-04:00,50.74144565549675,51.2304075510817,50.70454194128946,50.907508850097656,8769800,0.0,0.0
2019-04-25 00:00:00-04:00,50.879830566014626,50.94441030334532,50.353964979560786,50.750667572021484,8226100,0.0,0.0
2019-04-26 00:00:00-04:00,50.944410215396026,51.19350499581229,50.75066748440666,51.11969757080078,7101600,0.0,0.0
2019-04-29 00:00:00-04:00,51.00898577783248,51.19350080592808,50.81524658203125,50.81524658203125,6443000,0.0,0.0
2019-04-30 00:00:00-04:00,50.796792245548694,51.09201486834561,50.59382537262658,51.0458869934082,10562300,0.0,0.0
2019-05-01 00:00:00-04:00,51.03666375185765,51.12891950976748,50.55692606819712,50.630733489990234,7792700,0.0,0.0
2019-05-02 00:00:00-04:00,50.5661525384343,50.787567759820924,50.24325035485919,50.37240982055664,9652200,0.0,0.0
2019-05-03 00:00:00-04:00,50.55693458831403,50.75990151311857,50.43699926735388,50.54771041870117,11066500,0.0,0.0
2019-05-06 00:00:00-04:00,49.72661003814281,50.741437377969675,49.662030308480986,50.603050231933594,9305400,0.0,0.0
2019-05-07 00:00:00-04:00,50.00337409717219,50.409304274734396,49.49596049538673,49.8188591003418,11712400,0.0,0.0
2019-05-08 00:00:00-04:00,50.14177713563784,50.21558457070331,49.64359102627475,49.809654235839844,10729800,0.0,0.0
2019-05-09 00:00:00-04:00,49.32067476391196,50.141762889401285,48.97010010495258,50.04950714111328,10711800,0.0,0.0
2019-05-10 00:00:00-04:00,49.60668444184495,50.71377126852016,49.366813811077115,50.418548583984375,11200300,0.0,0.0
2019-05-13 00:00:00-04:00,49.56055737372934,49.77274846177686,49.25610699566199,49.29301071166992,10664700,0.0,0.0
2019-05-14 00:00:00-04:00,49.486739187242705,50.39085891696115,49.228420269989236,49.93880081176758,11520800,0.0,0.0
2019-05-15 00:00:00-04:00,49.735833507246966,50.566149333143414,49.671253778491824,50.335506439208984,8573000,0.0,0.0
2019-05-16 00:00:00-04:00,50.65840413029143,50.87982285281019,50.326277806178894,50.40930938720703,10013800,0.0,0.0
2019-05-17 00:00:00-04:00,49.99416049496311,50.66763743168008,49.99416049496311,50.28015899658203,9057100,0.0,0.0
2019-05-20 00:00:00-04:00,49.77273074038446,50.150984896459654,49.38524889892674,49.505184173583984,9820200,0.0,0.0
2019-05-21 00:00:00-04:00,50.01260026843251,50.067955825500206,49.846537116560384,49.9756965637207,8482000,0.0,0.0
2019-05-22 00:00:00-04:00,50.031063476321854,50.32628614236088,49.85577611815236,50.003387451171875,8389700,0.0,0.0
2019-05-23 00:00:00-04:00,49.56054950255382,49.56054950255382,48.44423514626461,48.9701042175293,11213900,0.0,0.0
2019-05-24 00:00:00-04:00,49.2468703132012,49.32990189345554,48.51803794422764,48.68410110473633,9090700,0.0,0.0
2019-05-28 00:00:00-04:00,48.9701059650425,49.15461748369839,47.74308395385742,47.74308395385742,28230400,0.0,0.0
2019-05-29 00:00:00-04:00,47.44786179349361,47.79844001737701,47.0972835696102,47.68772888183594,12448700,0.0,0.0
2019-05-30 00:00:00-04:00,47.90913987261567,48.00139561795673,47.47553012698427,47.71540069580078,8569500,0.0,0.0
2019-05-31 00:00:00-04:00,47.272573916556965,47.383281531537676,46.5990935004843,46.682125091552734,11847100,0.0,0.0
2019-06-03 00:00:00-04:00,46.6452249419235,47.12496263305226,46.027100092444115,46.35000228881836,17434400,0.0,0.0
2019-06-04 00:00:00-04:00,46.85741711104539,48.195146769160374,46.70980578100502,47.99217987060547,17073200,0.0,0.0
2019-06-05 00:00:00-04:00,48.69332797412674,49.1177135852745,47.83533610365846,48.06597900390625,15855300,0.0,0.0
2019-06-06 00:00:00-04:00,48.05675769017809,48.65643067416553,47.84456663166925,48.518043518066406,10266900,0.0,0.0
2019-06-07 00:00:00-04:00,48.71178349513568,49.28377694539292,48.69333163940717,49.136165618896484,11591800,0.0,0.0
2019-06-10 00:00:00-04:00,49.52364007777483,50.19711687325031,49.42215664624696,49.828086853027344,12984600,0.0,0.0
2019-06-11 00:00:00-04:00,50.28015688349551,50.381640332041506,49.671259711551215,49.76351547241211,11288400,0.0,0.0
2019-06-12 00:00:00-04:00,49.523643984830784,49.86499449290189,49.29300108382816,49.46828842163086,10235400,0.0,0.0
2019-06-13 00:00:00-04:00,49.80042030959617,49.80042030959617,49.30223074329603,49.671260833740234,11289100,0.0,0.0
2019-06-14 00:00:00-04:00,49.459059972422025,49.66202683391952,49.15460968017578,49.15460968017578,12973000,0.0,0.0
2019-06-17 00:00:00-04:00,49.20997456370608,49.40371377584967,48.85017216420179,49.0162353515625,15207900,0.0,0.0
2019-06-18 00:00:00-04:00,48.76713910467304,49.449840170562595,48.351981148750134,48.80404281616211,20999700,0.0,0.0
2019-06-19 00:00:00-04:00,48.665657771692544,49.01623600740389,48.20437191603669,48.601078033447266,35449500,0.0,0.0
2019-06-20 00:00:00-04:00,51.64555893752063,53.02019220174926,51.230401004073634,52.57735824584961,54173900,0.0,0.0
2019-06-21 00:00:00-04:00,52.71574272952776,52.72497041671542,51.71936719248125,51.77471923828125,45169000,0.0,0.0
